"id","name_zh","name_en","election_type","person_id","matched","year","cacode","constituency_id","age","political_affiliation","camp","candidate_number","occupation","nominated_at","nominate_status","votes","vote_percentage","is_won"
4843,"陳文偉","","ordinary",897,,2019,"L30",,,"香港工會聯合會","建制",,"屯門區議員","2019-10-04","nominated",0,0,false
4844,"何國豪","","ordinary",2612,,2019,"L30",,,"匯政衞言","民主",,"社區主任","2019-10-05","nominated",0,0,false
4845,"何杏梅","","ordinary",2325,,2019,"L31",,,"民主黨","民主",,"全職區議員","2019-10-04","nominated",0,0,false
4846,"陳敬倫","","ordinary",2613,,2019,"M01",,," ","民主",,"視藝導師","2019-10-08","nominated",0,0,false
4847,"石景澄","","ordinary",2614,,2019,"M02",,,"民主陣線","民主",,"社區主任","2019-10-04","nominated",0,0,false
4848,"麥業成","","ordinary",1399,,2019,"M03",,,"民主陣線","民主",,"全職議員","2019-10-04","nominated",0,0,false
4849,"莊展銘","","ordinary",2781,,2019,"M03",,,"民建聯","建制",,"社區主任","2019-10-09","nominated",0,0,false
4850,"張秀賢","","ordinary",2615,,2019,"M04",,," ","民主",," ","2019-10-04","nominated",0,0,false
4851,"王威信","","ordinary",1531,,2019,"M04",,,"經民聯","建制",,"律師","2019-10-09","nominated",0,0,false
4852,"梁明堅","","ordinary",1840,,2019,"M05",,," ","建制",,"區議員","2019-10-08","nominated",0,0,false
4853,"袁敏兒","","ordinary",1015,,2019,"M06",,,"獨立候選人","建制",,"區議員","2019-10-04","nominated",0,0,false
4854,"黎國泳","","ordinary",2616,,2019,"M06",,,"朱凱廸新西團隊、民主動力","民主",,"社區幹事","2019-10-08","nominated",0,0,false
4855,"黃偉賢","","ordinary",1352,,2019,"M07",,,"民主黨","民主",,"區議員","2019-10-04","nominated",0,0,false
4856,"林偉明","","ordinary",2617,,2019,"M07",,,"民建聯","建制",," ","2019-10-04","nominated",0,0,false
4857,"鄺俊宇","","ordinary",1634,,2019,"M08",,,"民主黨","民主",,"立法會議員","2019-10-04","nominated",0,0,false
4858,"譚煒霖","","ordinary",2618,,2019,"M08",,,"民建聯","建制",," ","2019-10-04","nominated",0,0,false
4859,"林廷衞","","ordinary",1941,,2019,"M09",,,"民主黨","民主",,"議員助理","2019-10-04","nominated",0,0,false
4860,"沈豪傑","","ordinary",1635,,2019,"M10",,," ","建制",,"律師","2019-10-04","nominated",0,0,false
4861,"李俊威","","ordinary",2619,,2019,"M11",,," ","民主",," ","2019-10-04","nominated",0,0,false
4862,"林添福","","ordinary",986,,2019,"M11",,," ","建制",,"助理","2019-10-09","nominated",0,0,false
4863,"梁福元","","ordinary",1400,,2019,"M12",,," ","建制",,"區議員","2019-10-08","nominated",0,0,false
4864,"鄧龍威","","ordinary",2620,,2019,"M13",,," ","其他",,"社區主任","2019-10-08","nominated",0,0,false
4865,"梁德明","","ordinary",2621,,2019,"M13",,,"朱凱廸新西團隊、民主動力","民主",,"社區幹事","2019-10-08","nominated",0,0,false
4866,"陳樹暉","","ordinary",2622,,2019,"M14",,,"民主動力、朱凱廸新西團隊","民主",,"社區幹事","2019-10-08","nominated",0,0,false
4867,"徐君紹","","ordinary",2782,,2019,"M14",,,"民建聯","建制",,"社區幹事","2019-10-09","nominated",0,0,false
4868,"鄧家良","","ordinary",1163,,2019,"M15",,," ","建制",,"區議員","2019-10-08","nominated",0,0,false
4869,"鄧達善","","ordinary",2085,,2019,"M16",,," ","其他",,"商人","2019-10-08","nominated",0,0,false
4870,"林慧明","","ordinary",2623,,2019,"M17",,," ","建制",," ","2019-10-04","nominated",0,0,false
4871,"黃國雄","","ordinary",28,,2019,"M17",,," ","其他",," ","2019-10-04","nominated",0,0,false
4872,"區國權","","ordinary",2624,,2019,"M17",,,"朱凱廸新西團隊、民主動力","民主",,"社區幹事","2019-10-08","nominated",0,0,false
4873,"莊豪鋒","","ordinary",2783,,2019,"M17",,,"實政圓桌","建制",,"社區幹事","2019-10-09","nominated",0,0,false
4874,"侯文健","","ordinary",2625,,2019,"M18",,,"天水連線","民主",," ","2019-10-04","nominated",0,0,false
4875,"何惠彬","","ordinary",2626,,2019,"M19",,,"街坊工友服務處","民主",,"中心主任","2019-10-08","nominated",0,0,false
4876,"伍軒宏","","ordinary",2627,,2019,"M20",,,"民主黨","民主",,"立法會議員助理","2019-10-04","nominated",0,0,false
4877,"陳美蓮","","ordinary",852,,2019,"M21",,," ","民主",,"元朗區議員","2019-10-04","nominated",0,0,false
4878,"蘇淵","","ordinary",2628,,2019,"M21",,,"民建聯","建制",," ","2019-10-04","nominated",0,0,false
4879,"吳玉英","","ordinary",1972,,2019,"M22",,,"民主黨","民主",,"社區幹事","2019-10-04","nominated",0,0,false
4880,"湛家雄","","ordinary",2224,,2019,"M22",,," ","建制",," ","2019-10-08","nominated",0,0,false
4881,"黃志輝","","ordinary",807,,2019,"M23",,," ","其他",,"退休人士","2019-10-04","nominated",0,0,false
4882,"黎寳華","","ordinary",2629,,2019,"M23",,,"民主黨","民主",,"社區主任","2019-10-04","nominated",0,0,false
4883,"湯德駿","","ordinary",2630,,2019,"M23",,,"民建聯","建制",," ","2019-10-04","nominated",0,0,false
4884,"周永勤","","ordinary",2327,,2019,"M24",,," ","建制",,"區議員","2019-10-04","nominated",0,0,false
4885,"林進","","ordinary",2631,,2019,"M24",,,"天水連線","民主",," ","2019-10-04","nominated",0,0,false
4886,"黃子毅","","ordinary",2632,,2019,"M24",,,"無黨派","建制",,"中國律師","2019-10-08","nominated",0,0,false
4887,"陳詩雅","","ordinary",1526,,2019,"M25",,," ","民主",," ","2019-10-04","nominated",0,0,false
4888,"黃煒鈴","","ordinary",1971,,2019,"M25",,,"民建聯","建制",,"區議員","2019-10-04","nominated",0,0,false
4889,"張國棟","","ordinary",1533,,2019,"M26",,," ",,,"社區主任","2019-10-09","nominated",0,0,false
4890,"伍健偉","","ordinary",2784,,2019,"M27",,," ","民主",," ","2019-10-09","nominated",0,0,false
4891,"康展華","","ordinary",2633,,2019,"M28",,," ","民主",,"議員助理","2019-10-04","nominated",0,0,false
4892,"賴玥均","","ordinary",2634,,2019,"M28",,," ","建制",,"議員助理","2019-10-04","nominated",0,0,false
4893,"郭文浩","","ordinary",2635,,2019,"M29",,,"民主黨","民主",,"註冊社工","2019-10-04","nominated",0,0,false
4894,"鄧焯謙","","ordinary",1434,,2019,"M29",,,"工聯會","建制",,"全職區議員","2019-10-09","nominated",0,0,false
4895,"關俊笙","","ordinary",2636,,2019,"M30",,,"天水連線","民主",," ","2019-10-04","nominated",0,0,false
4896,"郭慶平","","ordinary",1111,,2019,"M31",,,"獨立","建制",,"區議員","2019-10-05","nominated",0,0,false
4897,"王頴思","","ordinary",2785,,2019,"M31",,,"熱血公民","民主",,"社工","2019-10-09","nominated",0,0,false
4898,"王百羽","","ordinary",1683,,2019,"M32",,," ","民主",," ","2019-10-04","nominated",0,0,false
4899,"陸頌雄","","ordinary",900,,2019,"M32",,,"香港工會聯合會","建制",,"民選區議員","2019-10-08","nominated",0,0,false
4900,"巫啟航","","ordinary",2637,,2019,"M33",,," ","民主",,"社區主任","2019-10-04","nominated",0,0,false
4901,"曹健科","","ordinary",2638,,2019,"M33",,," ","其他",," ","2019-10-04","nominated",0,0,false
4902,"楊家安","","ordinary",1681,,2019,"M34",,," ","建制",,"全職區議員","2019-10-05","nominated",0,0,false
4903,"羅庭輝","","ordinary",2639,,2019,"M34",,," ","民主",,"經理","2019-10-08","nominated",0,0,false
4904,"黃頴灝","","ordinary",2640,,2019,"M35",,,"獨立","建制",,"回收商","2019-10-04","nominated",0,0,false
4905,"杜嘉倫","","ordinary",2035,,2019,"M35",,," ","民主",,"資訊科技、區議員","2019-10-08","nominated",0,0,false
4906,"張弓發","","ordinary",2641,,2019,"M35",,,"經民聯","建制",,"社區幹事","2019-10-08","nominated",0,0,false
4907,"文富穩","","ordinary",2642,,2019,"M36",,," ","其他",," ","2019-10-08","nominated",0,0,false
4908,"鄧卓然","","ordinary",324,,2019,"M37",,," ","建制",,"商人","2019-10-08","nominated",0,0,false
4909,"鄧鎔耀","","ordinary",1704,,2019,"M38",,," ","建制",,"民選區議員","2019-10-04","nominated",0,0,false
4910,"鄧志光","","ordinary",1946,,2019,"M38",,," ","其他",,"退休工人","2019-10-05","nominated",0,0,false
4911,"朱凱廸","","ordinary",1705,,2019,"M39",,,"民主動力","民主",,"立法會議員","2019-10-08","nominated",0,0,false
4912,"黎永添","","ordinary",2643,,2019,"M39",,," ","其他",,"退休校長","2019-10-08","nominated",0,0,false
4913,"周錦豪","","ordinary",2644,,2019,"N01",,,"聯和匯聚","民主",," ","2019-10-08","nominated",0,0,false
4914,"曾興隆","","ordinary",1875,,2019,"N01",,,"民建聯","建制",,"北區區議員","2019-10-09","nominated",0,0,false
4915,"黃凱盈","","ordinary",2645,,2019,"N02",,,"民主黨","民主",,"社區主任","2019-10-04","nominated",0,0,false
4916,"葉曜丞","","ordinary",541,,2019,"N02",,," ","建制",,"教育工作者","2019-10-08","nominated",0,0,false
4917,"陳旭明","","ordinary",1684,,2019,"N03",,,"民主黨","民主",,"全職區議員","2019-10-04","nominated",0,0,false
4918,"林智洋","","ordinary",2786,,2019,"N03",,,"民建聯","建制",,"助理統籌主任","2019-10-09","nominated",0,0,false
4919,"張浚偉","","ordinary",2646,,2019,"N04",,,"北區藍圖","民主",," ","2019-10-08","nominated",0,0,false
4920,"姚銘","","ordinary",1112,,2019,"N04",,,"民建聯","建制",,"區議員","2019-10-09","nominated",0,0,false
4921,"陳惠達","","ordinary",514,,2019,"N05",,,"新民主同盟","民主",,"區議員","2019-10-04","nominated",0,0,false
4922,"潘孝汶","","ordinary",2787,,2019,"N05",,,"民建聯","建制",," ","2019-10-09","nominated",0,0,false
4923,"林淑菁","","ordinary",2647,,2019,"N06",,,"新民主同盟","民主",,"社區主任","2019-10-04","nominated",0,0,false
4924,"何樹光","","ordinary",1471,,2019,"N07",,," ","建制",,"行政及財務總監","2019-10-04","nominated",0,0,false
4925,"張正皓","","ordinary",2648,,2019,"N07",,," ","民主",,"作家","2019-10-08","nominated",0,0,false
4926,"黃良喜","","ordinary",1265,,2019,"N08",,,"新民主同盟","民主",,"財務總監、社區主任","2019-10-04","nominated",0,0,false
4927,"温和達","","ordinary",1601,,2019,"N08",,,"工聯會","建制",,"全職區議員","2019-10-05","nominated",0,0,false
4928,"袁浩倫","","ordinary",2649,,2019,"N09",,," ","民主",,"社工","2019-10-08","nominated",0,0,false
4929,"鄭仕蘭","","ordinary",2650,,2019,"N09",,," ","其他",,"自僱人士","2019-10-08","nominated",0,0,false
4930,"藍偉良","","ordinary",400,,2019,"N09",,,"公屋聯會、新界社團聯會","建制",,"保險理財顧問","2019-10-09","nominated",0,0,false
4931,"曾勁聰","","ordinary",1638,,2019,"N10",,,"香港工會聯合會","建制",,"區議員","2019-10-05","nominated",0,0,false
4932,"侯福達","","ordinary",1436,,2019,"N11",,," ","建制",,"北區區議員","2019-10-04","nominated",0,0,false
4933,"林子琼","","ordinary",2651,,2019,"N12",,,"民主黨","民主",,"社區主任","2019-10-04","nominated",0,0,false
4934,"蘇西智","","ordinary",1241,,2019,"N12",,,"民建聯","建制",,"全職區議員","2019-10-09","nominated",0,0,false
4935,"林卓廷","","ordinary",1472,,2019,"N13",,,"民主黨","民主",,"北區區議員、立法會議員","2019-10-04","nominated",0,0,false
4936,"郭㙟豐","","ordinary",2652,,2019,"N14",,,"民主黨","民主",,"社區主任","2019-10-04","nominated",0,0,false
4937,"黃宏滔","","ordinary",1029,,2019,"N14",,,"工聯會","建制",,"區議員","2019-10-05","nominated",0,0,false
4938,"蔣旻正","","ordinary",2653,,2019,"N15",,,"民主派","其他",,"教育工作者","2019-10-08","nominated",0,0,false
4939,"廖興洪","","ordinary",1709,,2019,"N15",,,"民主建港協進聯盟","建制",,"區議員","2019-10-09","nominated",0,0,false
4940,"高維基","","ordinary",2788,,2019,"N16",,,"民建聯","建制",," ","2019-10-09","nominated",0,0,false
4941,"劉其烽","","ordinary",2089,,2019,"N17",,,"新民主同盟","民主",,"區議員","2019-10-04","nominated",0,0,false
4942,"柯倩儀","","ordinary",1117,,2019,"N17",,,"民主建港協進聯盟","建制",," ","2019-10-09","nominated",0,0,false
4943,"羅庭德","","ordinary",2654,,2019,"N18",,," ","民主",," ","2019-10-08","nominated",0,0,false
4944,"鄧根年","","ordinary",7,,2019,"N18",,,"民建聯","建制",,"區議員","2019-10-09","nominated",0,0,false
4945,"林名溢","","ordinary",2655,,2019,"P01",,,"大埔民主聯盟","民主",,"程式設計師","2019-10-08","nominated",0,0,false
4946,"張國慧","","ordinary",2051,,2019,"P01",,,"獨立候選人","建制",,"工程師","2019-10-09","nominated",0,0,false
4947,"譚榮勳","","ordinary",440,,2019,"P02",,,"民建聯","建制",,"區議員、註冊社工","2019-10-04","nominated",0,0,false
4948,"文念志","","ordinary",1538,,2019,"P02",,,"區政聯盟","民主",,"議員助理","2019-10-09","nominated",0,0,false
4949,"梅少峰","","ordinary",1921,,2019,"P03",,,"民主建港協進聯盟","建制",,"社區工作","2019-10-04","nominated",0,0,false
4950,"區鎮樺","","ordinary",629,,2019,"P03",,,"區政聯盟","民主",,"全職區議員、資深社區工作者","2019-10-09","nominated",0,0,false
4951,"蘇馬俊","","ordinary",961,,2019,"P04",,," ","其他",," ","2019-10-04","nominated",0,0,false
4952,"鄭俊平","","ordinary",344,,2019,"P04",,,"民建聯","建制",,"全職區議員","2019-10-04","nominated",0,0,false
4953,"區鎮濠","","ordinary",2039,,2019,"P04",,,"區政聯盟","民主",,"議員助理","2019-10-09","nominated",0,0,false
4954,"何偉霖","","ordinary",2656,,2019,"P05",,,"獨立候選人","其他",," ","2019-10-04","nominated",0,0,false
4955,"胡綽謙","","ordinary",1951,,2019,"P05",,,"民建聯","建制",,"議員助理","2019-10-04","nominated",0,0,false
4956,"任萬全","","ordinary",1711,,2019,"P05",,,"獨立候選人","民主",,"區議員","2019-10-09","nominated",0,0,false
4957,"羅志平","","ordinary",2657,,2019,"P06",,,"獨立候選人","建制",,"行政人員","2019-10-08","nominated",0,0,false
4958,"任啟邦","","ordinary",97,,2019,"P06",,,"新民主同盟","民主",,"全職區議員","2019-10-08","nominated",0,0,false
4959,"關永業","","ordinary",482,,2019,"P07",,,"新民主同盟","民主",,"區議員","2019-10-08","nominated",0,0,false
4960,"黃碧嬌","","ordinary",630,,2019,"P08",,,"民主建港協進聯盟","建制",,"全職區議員","2019-10-04","nominated",0,0,false
4961,"連桷璋","","ordinary",2789,,2019,"P08",,,"大埔民主聯盟","民主",,"廣告公司助理創作總監","2019-10-09","nominated",0,0,false
4962,"胡健民","","ordinary",1878,,2019,"P09",,,"民主建港協進聯盟","建制",,"全職區議員","2019-10-04","nominated",0,0,false
4963,"姚鈞豪","","ordinary",2790,,2019,"P09",,,"區政聯盟","民主",,"議員助理","2019-10-09","nominated",0,0,false
4964,"陳笑權","","ordinary",250,,2019,"P10",,," ","建制",,"區議員","2019-10-09","nominated",0,0,false
4965,"黃兆健","","ordinary",2658,,2019,"P11",,,"熱血公民","民主",,"議員助理","2019-10-08","nominated",0,0,false
4966,"余智榮","","ordinary",151,,2019,"P11",,,"獨立","建制",,"行政人員、區議員","2019-10-09","nominated",0,0,false
4967,"胡耀昌","","ordinary",2659,,2019,"P12",,,"新民主同盟","民主",,"政策研究","2019-10-08","nominated",0,0,false
4968,"羅曉楓","","ordinary",1763,,2019,"P12",,,"經民聯","建制",,"全職區議員","2019-10-09","nominated",0,0,false
4969,"陳振哲","","ordinary",2791,,2019,"P13",,,"大埔民主聯盟","民主",,"禮儀學院院長","2019-10-09","nominated",0,0,false
4970,"陳灶良","","ordinary",1119,,2019,"P13",,,"香港經濟民生聯盟","建制",,"區議員","2019-10-09","nominated",0,0,false
4971,"葉俊傑","","ordinary",2660,,2019,"P14",,,"民建聯","建制",," ","2019-10-04","nominated",0,0,false
4972,"周炫瑋","","ordinary",2090,,2019,"P14",,,"新民主同盟","民主",,"全職區議員、註冊社工","2019-10-08","nominated",0,0,false
4973,"鄭俊和","","ordinary",569,,2019,"P15",,," ","建制",,"區議員","2019-10-04","nominated",0,0,false
4974,"陳蔚嘉","","ordinary",2661,,2019,"P15",,,"獨立候選人","民主",,"社區主任","2019-10-08","nominated",0,0,false
4975,"劉勇威","","ordinary",1922,,2019,"P16",,,"獨立候選人","民主",,"全職區議員","2019-10-08","nominated",0,0,false
4976,"姚躍生","","ordinary",2792,,2019,"P17",,," ","民主",,"餐廳東主","2019-10-09","nominated",0,0,false
4977,"蘇達良","","ordinary",1797,,2019,"P18",,," ","民主",," ","2019-10-09","nominated",0,0,false
4978,"劉志成","","ordinary",962,,2019,"P18",,," ","建制",,"區議員","2019-10-09","nominated",0,0,false
4979,"李華光","","ordinary",1688,,2019,"P19",,,"經民聯","建制",,"區議員、公司董事","2019-10-04","nominated",0,0,false
4980,"譚爾培","","ordinary",2793,,2019,"P19",,," ","民主",,"大學畢業生","2019-10-09","nominated",0,0,false
4981,"梁衍忻","","ordinary",2662,,2019,"Q01",,,"民主動力、西貢鄉民","民主",,"大學職員","2019-10-04","nominated",0,0,false
4982,"吳仕福","","ordinary",485,,2019,"Q01",,,"民建聯","建制",,"公司董事","2019-10-09","nominated",0,0,false
4983,"陳權軍","","ordinary",2794,,2019,"Q02",,,"民建聯","建制",,"商人","2019-10-09","nominated",0,0,false
4984,"陳嘉琳","","ordinary",2663,,2019,"Q03",,,"民主動力、西貢鄉民","民主",,"研究幹事","2019-10-04","nominated",0,0,false
4985,"李家良","","ordinary",1843,,2019,"Q03",,,"民建聯","建制",,"區議員","2019-10-09","nominated",0,0,false
4986,"李賢浩","","ordinary",2664,,2019,"Q04",,,"民主派","民主",," ","2019-10-04","nominated",0,0,false
4987,"劉偉章","","ordinary",428,,2019,"Q04",,," ","建制",,"全職區議員","2019-10-09","nominated",0,0,false
4988,"余浚寧","","ordinary",2665,,2019,"Q05",,,"將向天晴","民主",,"社區主任","2019-10-08","nominated",0,0,false
4989,"邱浩麟","","ordinary",2795,,2019,"Q05",,,"民建聯","建制",," ","2019-10-09","nominated",0,0,false
4990,"黃炳雄","","ordinary",1879,,2019,"Q06",,,"民主派","民主",,"議員助理","2019-10-04","nominated",0,0,false
4991,"陳緯烈","","ordinary",2666,,2019,"Q06",,,"將軍澳青年力量、獨立民主派","民主",,"註冊護士","2019-10-04","nominated",0,0,false
4992,"何民傑","","ordinary",647,,2019,"Q06",,,"無黨派","建制",,"全職區議員、大學講師","2019-10-08","nominated",0,0,false
4993,"戴家柱","","ordinary",71,,2019,"Q06",,,"民建聯","建制",," ","2019-10-09","nominated",0,0,false
4994,"梁里","","ordinary",334,,2019,"Q07",,,"新民主同盟","民主",,"全職區議員","2019-10-04","nominated",0,0,false
4995,"何博浩","","ordinary",2796,,2019,"Q07",,,"民建聯","建制",,"全職社區主任","2019-10-09","nominated",0,0,false
4996,"莊榮輝","","ordinary",365,,2019,"Q08",,,"民主黨","民主",,"林卓廷立法會議員辦事處總幹事","2019-10-04","nominated",0,0,false
4997,"李栢棠","","ordinary",2667,,2019,"Q08",,,"民主派","民主",,"高級學位教師","2019-10-04","nominated",0,0,false
4998,"葉子祈","","ordinary",2668,,2019,"Q09",,," ","民主",," ","2019-10-04","nominated",0,0,false
4999,"林樂儀","","ordinary",2669,,2019,"Q10",,,"獨立候選人","其他",,"議員助理","2019-10-04","nominated",0,0,false
5000,"趙志民","","ordinary",2670,,2019,"Q10",,,"民主派","民主",," ","2019-10-04","nominated",0,0,false
5001,"黎煒棠","","ordinary",2671,,2019,"Q10",,,"新民主同盟","民主",," ","2019-10-05","nominated",0,0,false
5002,"黃向賢","","ordinary",2672,,2019,"Q11",,,"獨立候選人","其他",,"議員助理","2019-10-04","nominated",0,0,false
5003,"謝正楓","","ordinary",1844,,2019,"Q11",,,"民主派","民主",,"註冊社工、區議員","2019-10-04","nominated",0,0,false
5004,"朱琳","","ordinary",2797,,2019,"Q11",,,"工聯會","建制",," ","2019-10-09","nominated",0,0,false
5005,"陸平才","","ordinary",523,,2019,"Q12",,,"民主派","民主",,"學位教師","2019-10-04","nominated",0,0,false
5006,"黃遠康","","ordinary",2798,,2019,"Q12",,,"工聯會","建制",,"社區工作者","2019-10-09","nominated",0,0,false
5007,"林素蔚","","ordinary",2673,,2019,"Q13",,,"獨立候選人","其他",,"議員助理、註冊社工","2019-10-04","nominated",0,0,false
5008,"呂文光","","ordinary",1925,,2019,"Q13",,,"新民主同盟","民主",,"全職區議員","2019-10-04","nominated",0,0,false
5009,"李嘉睿","","ordinary",2674,,2019,"Q14",,,"民主派","其他",," ","2019-10-04","nominated",0,0,false
5010,"簡兆祺","","ordinary",1985,,2019,"Q14",,,"香港工會聯合會","建制",,"全職區議員","2019-10-09","nominated",0,0,false
5011,"莊元苳","","ordinary",2053,,2019,"Q15",,,"民建聯","建制",,"全職區議員","2019-10-09","nominated",0,0,false
5012,"柯耀林","","ordinary",661,,2019,"Q15",,,"民主派","民主",,"營運總監","2019-10-09","nominated",0,0,false
5013,"林少忠","","ordinary",703,,2019,"Q16",,,"新民主同盟","民主",,"區議員","2019-10-04","nominated",0,0,false
5014,"蔡明禧","","ordinary",1927,,2019,"Q17",,,"獨立民主派","民主",,"助理工程師","2019-10-08","nominated",0,0,false
5015,"馮君安","","ordinary",2675,,2019,"Q18",,,"新民主同盟","民主",," ","2019-10-04","nominated",0,0,false
5016,"譚竹君","","ordinary",2799,,2019,"Q18",,,"新民黨、公民力量","建制",," ","2019-10-09","nominated",0,0,false
5017,"鍾錦麟","","ordinary",1641,,2019,"Q19",,,"新民主同盟","民主",,"區議員","2019-10-04","nominated",0,0,false
5018,"秦海城","","ordinary",2676,,2019,"Q20",,,"新民主同盟","民主",,"議員助理","2019-10-04","nominated",0,0,false
5019,"范國威","","ordinary",256,,2019,"Q21",,,"新民主同盟","民主",,"區議員、立法會議員","2019-10-04","nominated",0,0,false
5020,"張偉超","","ordinary",2677,,2019,"Q22",,,"將軍澳青年力量、獨立民主派","民主",,"配鏡助理","2019-10-04","nominated",0,0,false
5021,"林咏然","","ordinary",638,,2019,"Q22",,," ","民主",," ","2019-10-08","nominated",0,0,false
5022,"温啟明","","ordinary",1544,,2019,"Q22",,,"民建聯","建制",,"全職區議員","2019-10-09","nominated",0,0,false
5023,"王卓雅","","ordinary",2678,,2019,"Q23",,,"民主派","民主",,"社區主任、認可調解員","2019-10-04","nominated",0,0,false
5024,"莫繡安","","ordinary",1474,,2019,"Q23",,,"民建聯","建制",,"社區主任","2019-10-09","nominated",0,0,false
5025,"陳耀初","","ordinary",2679,,2019,"Q24",,,"民主派","民主",,"資訊科技顧問","2019-10-04","nominated",0,0,false
5026,"陳博智","","ordinary",747,,2019,"Q24",,,"民建聯","建制",,"西貢區議員","2019-10-09","nominated",0,0,false
5027,"鄭仲文","","ordinary",2680,,2019,"Q25",,,"獨立民主派","民主",,"議員助理","2019-10-08","nominated",0,0,false
5028,"陳志豪","","ordinary",2800,,2019,"Q25",,,"新民黨、公民力量","建制",,"議員助理","2019-10-09","nominated",0,0,false
5029,"周賢明","","ordinary",612,,2019,"Q26",,,"獨立候選人","民主",,"社工","2019-10-04","nominated",0,0,false
5030,"陳宇婷","","ordinary",2801,,2019,"Q26",,,"工聯會","建制",," ","2019-10-09","nominated",0,0,false
5031,"黎銘澤","","ordinary",1768,,2019,"Q27",,,"新民主同盟","民主",,"全職區議員","2019-10-05","nominated",0,0,false
5032,"李嘉欣","","ordinary",2802,,2019,"Q27",,," ","其他",,"註冊中醫師","2019-10-09","nominated",0,0,false
5033,"陳展浚","","ordinary",2092,,2019,"Q28",,,"民主派、區政聯盟","民主",,"全職社區主任","2019-10-04","nominated",0,0,false
5034,"方國珊","","ordinary",1792,,2019,"Q28",,,"獨立候選人","其他",,"民選議員、工程師","2019-10-04","nominated",0,0,false
5035,"何梓聰","","ordinary",2681,,2019,"Q28",,,"無黨派候選人","民主",,"大學生","2019-10-08","nominated",0,0,false
5036,"李志宏","","ordinary",2682,,2019,"R03",,,"獨立民主派","民主",," ","2019-10-08","nominated",0,0,false
5037,"余倩雯","","ordinary",641,,2019,"R03",,,"民建聯","建制",,"全職區議員","2019-10-09","nominated",0,0,false
5038,"黃文萱","","ordinary",2683,,2019,"R04",,,"公民黨","民主",," ","2019-10-08","nominated",0,0,false
5039,"黃嘉榮","","ordinary",453,,2019,"R04",,,"新民黨","建制",,"退休中學教師","2019-10-09","nominated",0,0,false
5040,"梁家輝","","ordinary",547,,2019,"R05",,,"新民黨、公民力量","建制",,"區議員","2019-10-08","nominated",0,0,false
5041,"陳兆陽","","ordinary",1607,,2019,"R07",,,"獨立民主派","民主",,"區議員","2019-10-08","nominated",0,0,false
5042,"夏劍琨","","ordinary",2803,,2019,"R07",,,"公民力量、新民黨","建制",," ","2019-10-09","nominated",0,0,false
5043,"趙柱幫","","ordinary",2095,,2019,"R08",,,"沙田區政","民主",,"全職區議員","2019-10-08","nominated",0,0,false
5044,"鄧家彪","","ordinary",412,,2019,"R09",,,"工聯會、民建聯","建制",,"區議員","2019-10-04","nominated",0,0,false
5045,"盧德明","","ordinary",2684,,2019,"R09",,," ","民主",,"議員助理","2019-10-04","nominated",0,0,false
5046,"趙佩玉","","ordinary",2685,,2019,"R09",,," ","其他",,"活動統籌主任","2019-10-05","nominated",0,0,false
5047,"雷奕芳","","ordinary",2804,,2019,"R09",,," ","其他",," ","2019-10-09","nominated",0,0,false
5048,"丘文俊","","ordinary",1645,,2019,"R10",,,"獨立民主派","民主",,"全職區議員","2019-10-04","nominated",0,0,false
5049,"梁昊佳","","ordinary",2805,,2019,"R10",,,"新民黨、公民力量","建制",,"商人","2019-10-09","nominated",0,0,false
5050,"陳諾恒","","ordinary",1882,,2019,"R11",,,"公民黨","民主",,"區議員","2019-10-08","nominated",0,0,false
5051,"魏志偉","","ordinary",2806,,2019,"R11",,,"公民力量","建制",,"商人","2019-10-09","nominated",0,0,false
5052,"何偉俊","","ordinary",1735,,2019,"R12",,,"香港工會聯合會","建制",,"社區幹事","2019-10-04","nominated",0,0,false
5053,"程張迎","","ordinary",649,,2019,"R12",,,"民主黨","民主",,"區議員","2019-10-04","nominated",0,0,false
5054,"林玉華","","ordinary",2686,,2019,"R13",,," ","建制",," ","2019-10-05","nominated",0,0,false
5055,"許鋭宇","","ordinary",1928,,2019,"R13",,,"獨立民主派","民主",,"全職區議員","2019-10-09","nominated",0,0,false
5056,"謝玉梅","","ordinary",2687,,2019,"R14",,," ","其他",," ","2019-10-04","nominated",0,0,false
5057,"陳運通","","ordinary",2688,,2019,"R14",,," ","民主",," ","2019-10-08","nominated",0,0,false
5058,"張慶樺","","ordinary",2689,,2019,"R16",,,"新民主同盟","民主",,"議員助理","2019-10-08","nominated",0,0,false
5059,"羅健勤","","ordinary",2807,,2019,"R16",,,"公民力量、新民黨","建制",,"社區發展主任","2019-10-09","nominated",0,0,false
5060,"張柏源","","ordinary",2808,,2019,"R17",,,"新民黨、公民力量","建制",,"社區發展主任","2019-10-09","nominated",0,0,false
5061,"曾杰","","ordinary",2809,,2019,"R18",,," ","民主",," ","2019-10-09","nominated",0,0,false
5062,"李世鴻","","ordinary",705,,2019,"R19",,," ","民主",,"區議員","2019-10-09","nominated",0,0,false
5063,"吳定霖","","ordinary",2690,,2019,"R20",,,"民主黨、民主動力","民主",," ","2019-10-04","nominated",0,0,false
5064,"董健莉","","ordinary",1646,,2019,"R20",,,"民建聯","建制",,"全職區議員","2019-10-09","nominated",0,0,false
5065,"姚皓兒","","ordinary",2810,,2019,"R21",,,"民建聯","建制",,"社區主任","2019-10-09","nominated",0,0,false
