id,name_zh,name_en,election_type,person_id,matched,year,cacode,constituency_id,age,political_affiliation,camp,candidate_number,occupation,nominated_at,nominate_status,votes,vote_percentage,is_won
687,李寶明,,ordinary,618,1,1999,R18,337,56,港進聯,建制,,商人／大學顧問,,,1074,34.3,FALSE
688,楊祥利,YEUNG CHEUNG LI,ordinary,643,1,1999,R18,337,39,民建聯,建制,,社區工作者,,,1793,57.2,TRUE
689,關天賜,,ordinary,263,1,1999,R18,337,36,,其他,,專業旅遊顧問,,,208,6.6,FALSE
690,何淑萍,HO SUK PING SHIRLEY,ordinary,356,1,1999,R19,338,38,民主黨,民主,,全職議員,,,1648,46.6,FALSE
691,陳克勤,CHAN HAK KAN,ordinary,455,1,1999,R19,338,23,民建聯,建制,,社區工作者,,,1875,53,TRUE
692,陳竟明,,ordinary,103,1,1999,R20,339,39,民主黨,民主,,大學副教授,,,702,32.4,FALSE
693,李盤勝,,ordinary,620,1,1999,R20,339,38,前綫,民主,,教師,,,562,25.9,FALSE
694,李子榮,LEE CHI WING ALVIN,ordinary,644,1,1999,R20,339,37,,建制,,中學教師,,,888,41,TRUE
695,馬兆堅,,ordinary,496,1,1999,R21,340,35,前綫,民主,,註冊保險顧問,,,747,26.2,FALSE
696,蔡亞仲,TSOI AH CHUNG,ordinary,619,2,1999,R21,340,52,公民力量,建制,,行政人員,,,2080,72.9,TRUE
697,張家強,,ordinary,27,1,1999,R22,341,38,,其他,,執業會計師,,,644,21.7,FALSE
698,羅光強,LAW KWONG KEUNG,ordinary,645,1,1999,R22,341,39,,建制,,機械工程顧問,,,1857,62.7,TRUE
699,黃冠雄,,ordinary,646,1,1999,R22,341,34,前綫,民主,,地區幹事,,,444,15,FALSE
700,黃國雄,WONG KWOK HUNG,ordinary,28,2,1999,R23,342,42,前綫,民主,,經理,,,1392,49.8,TRUE
701,董惠明,,ordinary,435,1,1999,R23,342,46,民建聯,建制,,全職區議員,,,1373,49.1,FALSE
702,鄭景鴻,,ordinary,264,1,1999,R24,343,45,前綫,民主,,大學行政人員,,,1041,28.7,FALSE
703,黃戊娣,WONG MO TAI,ordinary,104,1,1999,R24,343,51,民建聯,建制,,全職區議員,,,2551,70.4,TRUE
704,鄭則文,CHENG TSUK MAN,ordinary,621,1,1999,R25,344,57,前綫,民主,,退休公務員,,,1418,51.6,TRUE
705,蔡笑興,,ordinary,266,1,1999,R25,344,44,,建制,,中心主任,,,879,31.9,FALSE
706,陳道煬,,ordinary,265,1,1999,R25,344,59,,民主,,董事／經理,,,436,15.8,FALSE
707,王昌年,,ordinary,192,1,1999,R26,345,39,民主黨,民主,,建造經理,,,932,28.2,FALSE
708,何秀武,HO SAU MO,ordinary,357,1,1999,R26,345,51,港進聯,建制,,行政董事,,,2351,71.2,TRUE
709,梁國顯,LEUNG KWOK HIN PETER,ordinary,437,1,1999,R27,346,52,港進聯,建制,,行政經理,,,1030,60.1,TRUE
710,黃日新,,ordinary,436,1,1999,R27,346,48,民主黨,民主,,行政經理,,,657,38.3,FALSE
711,鄭楚光,CHENG CHO KWONG,ordinary,105,1,1999,R28,347,52,民建聯,建制,,駕駛教師,,,1320,51.5,TRUE
712,周偉東,CHOW WAI TUNG,ordinary,438,1,1999,R28,347,37,民主黨,民主,,全職議員,,,1225,47.8,FALSE
713,易順娥,YICK SHUN NGO,ordinary,193,1,1999,R29,348,48,,民主,,社區幹事,,,984,37.2,TRUE
714,何民傑,HO MAN KIT RAYMOND,ordinary,647,1,1999,R29,348,23,,其他,,議員助理,,,793,29.9,FALSE
715,李有成,,ordinary,439,1,1999,R29,348,45,民建聯,建制,,公司董事,,,852,32.2,FALSE
716,梁志堅,LEUNG CHI KIN,ordinary,456,1,1999,R30,349,49,公民力量,建制,,行政人員,,,,,TRUE
717,馮麗娟,,ordinary,648,1,1999,R31,350,47,公民力量,建制,,社區事務主任,,,1272,39.3,FALSE
718,程張迎,CHING CHEUNG YING,ordinary,649,1,1999,R31,350,41,民主黨,民主,,中學教師,,,1950,60.2,TRUE
719,楊玉娟,,ordinary,267,1,1999,R32,351,48,前綫,民主,,議員地區幹事,,,876,28.1,FALSE
720,韋國洪,WAI KWOK HUNG,ordinary,194,1,1999,R32,351,45,公民力量,建制,,全職議員,,,2210,71.1,TRUE
721,許惠玲,,ordinary,195,1,1999,R33,352,42,,其他,,業務主任,,,498,12.6,FALSE
722,莫偉雄,MOK WAI HUNG,ordinary,106,1,1999,R33,352,44,前綫,民主,,全職區議員,,,1735,44.2,TRUE
723,陳小珠,CHAN SIU CHU,ordinary,457,1,1999,R33,352,46,民建聯,建制,,社區工作者,,,1679,42.7,FALSE
724,何厚祥,HO HAU CHEUNG,ordinary,268,1,1999,R34,353,47,公民力量,建制,,中學教師,,,,,TRUE
725,蔡根培,,ordinary,650,1,1999,R35,354,70,港進聯,建制,,商人,,,,,TRUE
726,姜為明,,ordinary,196,1,1999,R36,355,39,自由黨,建制,,物料管理主任,,,614,23.5,FALSE
727,黃澤標,WONG CHAK PIU PHILIP,ordinary,358,1,1999,R36,355,49,公民力量,建制,,行政人員,,,1963,75.2,TRUE
728,梁志成,LEUNG CHI SHING,ordinary,651,1,1999,S01,356,34,街工,民主,,列車車長,,,,,TRUE
729,梁廣昌,LEUNG KWONG CHEONG,ordinary,197,1,1999,S02,357,44,,民主,,全職議員,,,2012,81.9,TRUE
730,梁玉鳳,LEUNG YUK FUNG,ordinary,622,1,1999,S02,357,36,,民主,,義務組織者,,,442,18,FALSE
731,何良,HO LEUNG,ordinary,269,1,1999,S03,358,62,民建聯,建制,,社區工作者,,,1173,40.7,FALSE
732,許祺祥,HUI KEI CHEUNG,ordinary,359,1,1999,S03,358,27,民主黨,民主,,營業經理,,,1694,58.8,TRUE
733,黃錦輝,WONG KAM FAI,ordinary,652,1,1999,S04,359,39,民建聯,建制,,電力工程師,,,1662,46.3,FALSE
734,黃炳權,WONG BING KUEN,ordinary,623,1,1999,S04,359,43,民主黨,民主,,行政主任,,,1917,53.4,TRUE
735,周立仁,CHOW LAP YAN,ordinary,458,1,1999,S05,360,23,民主黨,民主,,社區幹事,,,944,42.8,TRUE
736,甘浩階,,ordinary,624,1,1999,S05,360,43,民建聯,建制,,勞工服務,,,763,34.6,FALSE
737,林玉駒,,ordinary,198,1,1999,S05,360,48,,其他,,教車師傅,,,76,3.4,FALSE
738,鍾孝平,,ordinary,199,1,1999,S05,360,58,街工,民主,,工場管理人員,,,410,18.6,FALSE
739,李志輝,,ordinary,459,1,1999,S06,361,32,民主黨,民主,,社工,,,1524,61.6,TRUE
740,盧銳銓,,ordinary,653,1,1999,S06,361,58,,其他,,貿易經理,,,935,37.8,FALSE
741,梁永權,LEUNG WING KUEN,ordinary,625,1,1999,S07,362,34,民主黨,民主,,全職區議員,,,2642,51.4,TRUE
742,歐陽寶珍,AU-YEUNG Po-chun,ordinary,107,1,1999,S07,362,42,民建聯,建制,,全職議員,,,2464,47.9,FALSE
743,黎少棠,LAI SIU TONG,ordinary,626,1,1999,S08,363,43,,其他,,旅行社總監,,,,,TRUE
744,梁國安,,ordinary,270,1,1999,S09,364,48,,建制,,資深分行經理,,,483,19.5,FALSE
745,李新賀,,ordinary,360,1,1999,S09,364,62,,其他,,營業經理,,,566,22.8,FALSE
746,林紹輝,LAM SIU FAI,ordinary,200,1,1999,S09,364,28,民主黨,民主,,儀器技術員,,,1422,57.4,TRUE
747,徐生雄,TSUI SANG HUNG SAMMY,ordinary,654,1,1999,S10,365,32,民主黨,民主,,營業經理,,,,,TRUE
748,陳勇,,ordinary,108,1,1999,S11,366,30,民建聯,建制,,社工,,,1785,38.1,FALSE
749,梁耀忠,LEUNG YIU CHUNG,ordinary,361,1,1999,S11,366,46,街工,民主,,中學教師,,,2885,61.5,TRUE
750,單仲偕,SIN CHUNG KAI,ordinary,29,1,1999,S12,367,39,民主黨,民主,,銀行資訊科技副經理,,,,,TRUE
751,盧慧蘭,LO WAI LAN,ordinary,201,2,1999,S13,368,53,,其他,,全職區議員,,,,,TRUE
752,黃耀聰,WONG YIU CHUNG,ordinary,460,2,1999,S14,369,41,,其他,,全職議員,,,1433,72.4,TRUE
753,程樂蓀,"CHING Lok-suen, Carl",ordinary,655,1,1999,S14,369,46,,其他,,註冊保健員,,,537,27.1,FALSE
754,吳劍昇,NG KIM SING,ordinary,656,1,1999,S15,370,32,民主黨,民主,,教師,,,762,54.3,TRUE
755,張彼得,CHEUNG PETER,ordinary,30,1,1999,S15,370,58,民建聯,建制,,藝員／作家,,,634,45.2,FALSE
756,周奕希,CHOW YICK HAY,ordinary,32,1,1999,S16,371,42,民主黨,民主,,全職議員,,,,,TRUE
757,陸景城,LUK KING SHING,ordinary,271,2,1999,S17,372,45,,民主,,營業經理,,,1842,57,TRUE
758,黃寶山,,ordinary,31,1,1999,S17,372,53,,民主,,旅遊業從業員,,,1357,42,FALSE
759,劉碧堅,LAU PIK KIN,ordinary,657,1,1999,S18,373,39,民主黨,民主,,技術員,,,931,32.1,FALSE
760,譚惠珍,TAM WAI CHUN,ordinary,33,2,1999,S18,373,47,,其他,,全職議員,,,1336,46.1,TRUE
761,鍾箭彪,CHUNG CHIN BIU,ordinary,461,1,1999,S18,373,45,,民主,,運輸從業員,,,622,21.4,FALSE
762,何佩賢,,ordinary,362,1,1999,S19,374,37,,其他,,行政總監,,,556,19.8,FALSE
763,鄧育財,TANG YUK CHOI,ordinary,627,1,1999,S19,374,39,青居聯,建制,,行政人員,,,392,13.9,FALSE
764,麥美娟,MAK MEI KUEN ALICE,ordinary,109,1,1999,S19,374,28,,建制,,行政秘書,,,1306,46.5,TRUE
765,黃光武,WONG KWONG MO,ordinary,462,1,1999,S19,374,47,民主黨,民主,,倉務總管,,,535,19,FALSE
766,陳笑文,CHAN SIU MAN SIMON,ordinary,572,1,1999,S20,375,43,,其他,,全職區議員,,,2590,81.9,TRUE
767,黎德成,,ordinary,688,1,1999,S20,375,40,民建聯,建制,,社區工作者,,,556,17.5,FALSE
768,羅競成,LAW KING SHING,ordinary,822,1,1999,S21,376,40,民建聯,建制,,社區工作者,,,611,60.5,TRUE
769,蘇德華,,ordinary,724,1,1999,S21,376,38,,其他,,保險顧問,,,391,38.7,FALSE
770,姚卓華,,ordinary,963,1,1999,S22,377,40,民主黨,民主,,旅遊公司經理,,,801,24.5,FALSE
771,李志強,LEE CHI KEUNG ALAN,ordinary,871,1,1999,S22,377,45,,建制,,儲運經理,,,2438,74.6,TRUE
772,梁金華,LEUNG Kam-wah,ordinary,272,1,1999,S23,378,46,,其他,,社團幹事,,,374,13.3,FALSE
773,丁衍華,TING YIN WAH,ordinary,1046,1,1999,S23,378,46,,民主,,全職議員,,,1949,69.5,TRUE
774,李美英,LI MAY YING,ordinary,202,1,1999,S23,378,43,,其他,,全職義工,,,328,11.7,FALSE
775,蔡強,,ordinary,964,1,1999,S23,378,47,,其他,,散工,,,139,4.9,FALSE
776,卓彩鳳,,ordinary,1047,1,1999,S24,379,37,,民主,,全職區議員,,,1172,34.7,FALSE
777,梁偉文,LEUNG WAI MAN,ordinary,203,1,1999,S24,379,49,民建聯,建制,,行政人員,,,2183,64.6,TRUE
778,區長華,AU CHEONG WA,ordinary,204,1,1999,S25,380,52,民協,民主,,青年工作員,,,,,TRUE
779,陳偉文,,ordinary,497,3,1999,S26,381,39,民主黨,民主,,模型製作,,,1421,47.2,FALSE
780,雷可畏,LUI KO WAI,ordinary,1048,1,1999,S26,381,44,,其他,,董事／經理,,,1571,52.1,TRUE
781,潘小屏,POON SIU PING NANCY,ordinary,823,1,1999,S27,382,46,,其他,,託管中心主任,,,1446,47.5,TRUE
782,趙德誠,,ordinary,1049,1,1999,S27,382,47,民協,民主,,管理人員,,,885,29,FALSE
783,何潤卿,,ordinary,872,1,1999,S27,382,41,民主黨,民主,,行政幹事,,,701,23,FALSE
784,趙華勝,,ordinary,498,1,1999,S28,383,52,,其他,,全職議員,,,2272,70.1,TRUE
785,梁家全,,ordinary,824,1,1999,S28,383,41,,其他,,運輸司機,,,956,29.5,FALSE
786,崔佩文,"CHUI Pui-man, Wendy",ordinary,1138,1,1999,T01,384,43,,其他,,公司董事,,,1614,51.9,TRUE
787,張志榮,,ordinary,1137,1,1999,T01,384,62,,建制,,社區工作者,,,1467,47.2,FALSE
788,周轉香,CHAU CHUEN HEUNG,ordinary,205,1,1999,T02,385,48,民建聯,建制,,全職區議員,,,1331,52.5,TRUE
789,謝偉明,,ordinary,363,1,1999,T02,385,46,民主黨,民主,,地區總幹事,,,1195,47.1,FALSE
790,容詠嫦,YUNG WING SHEUNG AMY,ordinary,1139,1,1999,T03,386,47,,民主,,執業會計師,,,552,63.1,TRUE
791,朱光麗,,ordinary,873,1,1999,T03,386,35,自由黨,建制,,家庭主婦,,,134,15.3,FALSE
792,馮可強,,ordinary,725,1,1999,T03,386,53,,其他,,管理顧問,,,186,21.2,FALSE
793,黃開榆,WONG HOI YUE,ordinary,1051,1,1999,T04,387,71,,建制,,商人,,,1029,46.7,TRUE
794,林俊傑,LAM CHUN KIT TERRY,ordinary,1140,1,1999,T04,387,36,,其他,,營業經理,,,334,15.1,FALSE
795,馬鎮添,MA CHUN TIM,ordinary,1050,1,1999,T04,387,45,,其他,,地產代理,,,821,37.3,FALSE
796,方錦鴻,,ordinary,206,1,1999,T05,388,61,,建制,,全職區議員,,,,,TRUE
797,鄺國威,KWONG KWOK WAI,ordinary,499,1,1999,T06,389,47,,建制,,助理副總裁,,,,,TRUE
798,李桂珍,LEE KWAI CHUN,ordinary,207,1,1999,T07,390,47,民建聯,建制,,全職區局議員,,,,,TRUE
799,李偉強,LEE WAI KEUNG,ordinary,364,1,2003,A01,391,42,民建聯,建制,1,營業總經理,,,650,29.9,FALSE
800,阮品強,YUEN BUN KEUNG,ordinary,2181,1,2003,A01,391,60,民主黨,民主,2,區議員,,,1481,68.2,TRUE
801,張翼雄,CHEUNG YICK HUNG JACKIE,ordinary,825,1,2003,A02,392,37,,建制,1,張翼雄律師行首席律師,,,1186,35.1,FALSE
802,郭家麒,KWOK KA KI,ordinary,2109,1,2003,A02,392,42,中民力,民主,2,醫生,,,1624,48.1,TRUE
803,鄭麗琼,CHENG LAI KING,ordinary,2250,1,2003,A03,393,44,民主黨,民主,1,註冊社會工作者,,,1625,72.3,TRUE
804,莊偉波,CHONG WAI POR,ordinary,208,1,2003,A03,393,28,,其他,2,分行經理／認可理財分析師,,,584,26,FALSE
805,梁永安,LEUNG WING ON LOUIS,ordinary,2182,1,2003,A04,394,43,,建制,2,執業會計師,,,569,45.1,FALSE
806,林文傑,LIN MARK,ordinary,874,1,2003,A04,394,38,自由黨,建制,1,律師,,,672,53.2,TRUE
807,陳捷貴,CHAN CHIT KWAI,ordinary,2228,1,2003,A05,395,54,,建制,0,香港大學宿舍經理,,,,,TRUE
808,楊位款,YEUNG WAI FOON,ordinary,2106,1,2003,A06,396,47,民建聯,建制,1,銀行副經理,,,1241,49.4,TRUE
809,莊榮輝,CHONG WING FAI WINFIELD,ordinary,365,1,2003,A06,396,29,獨民派,民主,2,教育中心校監,,,1234,49.1,FALSE
810,何秀蘭,HO SAU LAN CYD,ordinary,366,1,2003,A07,397,49,前綫,民主,1,立法會議員,,,1869,50.5,TRUE
811,葉國謙,IP KWOK HIM,ordinary,2180,1,2003,A07,397,51,民建聯,建制,2,漢華教育機構執行秘書,,,1805,48.8,FALSE
812,陳特楚,CHAN TAK CHOR,ordinary,2157,1,2003,A08,398,58,自由黨,建制,0,公司董事,,,,,TRUE
813,林其盛,LAM KEE SHING,ordinary,2110,1,2003,A09,399,33,獨民派,民主,1,公司董事,,,841,19.4,FALSE
814,楊浩然,YEUNG SUI YIN,ordinary,2243,1,2003,A09,399,42,民主黨,民主,3,律師,,,1937,44.8,TRUE
815,黃哲民,WONG CHIT MAN,ordinary,2226,1,2003,A09,399,45,民建聯,建制,2,保險業助理分區經理,,,1497,34.6,FALSE
816,黎永權,LAI WING KUEN MICHAEL,ordinary,1052,1,2003,A10,400,45,獨民派,民主,1,公司董事,,,1146,40.2,FALSE
817,陳財喜,CHAN CHOI HI,ordinary,2227,1,2003,A10,400,47,,建制,2,公司董事,,,1676,58.8,TRUE
818,陳耀強,CHAN YIU KEUNG,ordinary,2358,1,2003,A11,401,52,民建聯,建制,2,行政文員,,,1529,46.1,FALSE
819,黎國雄,LAI KWOK HUNG,ordinary,2253,1,2003,A11,401,45,獨民派,民主,1,大學榮譽講師／教育行政人員,,,1744,52.6,TRUE
820,趙華娟,CHIU WAH KUEN,ordinary,826,1,2003,A12,402,40,民建聯,建制,2,社區工作者,,,729,28.9,FALSE
821,甘乃威,KAM NAI WAI,ordinary,2159,1,2003,A12,402,43,民主黨,民主,1,註冊社會工作者,,,1756,69.7,TRUE
822,李永輝,LEE WING FAI,ordinary,1053,1,2003,A13,403,38,民建聯,建制,1,銀行分行主管,,,448,24.6,FALSE
823,何俊麒,HO CHUN KI,ordinary,2107,1,2003,A13,403,46,民主黨,民主,2,律師,,,1348,74,TRUE
824,蘇麗容,SO LAI YUNG,ordinary,209,1,2003,A14,404,62,,其他,3,印刷及茶葉商人,,,124,4.7,FALSE
825,梁耀祖,LEUNG YIU CHO HENRY,ordinary,2187,1,2003,A14,404,30,民主黨,民主,2,律師,,,1693,65.1,TRUE
826,劉揚勳,LAU YEUNG FUN,ordinary,827,1,2003,A14,404,40,民建聯,建制,1,銀行助理客戶關係經理,,,750,28.8,FALSE
827,溫祖堯,,ordinary,2255,1,2003,A15,405,44,前綫,民主,2,印刷公司經理,,,1254,47.3,FALSE
828,戴卓賢,TAI CHEUK YIN LESLIE SPENCER,ordinary,2160,1,2003,A15,405,42,,民主,1,文化出版,,,1327,50.1,TRUE
829,李元剛,LEE YUEN KWONG,ordinary,726,1,2003,B01,406,42,民建聯,建制,1,執業會計師,,,699,38.9,FALSE
830,鄭其建,CHENG KI KIN,ordinary,828,1,2003,B01,406,32,公民起動,民主,2,地區幹事,,,1064,59.2,TRUE
831,何穎賢,,ordinary,273,1,2003,B02,407,28,公民起動,民主,3,註冊社工（香港）,,,985,42,FALSE
832,鄭琴淵,TANG KING YUNG ANNA,ordinary,2185,1,2003,B02,407,57,民建聯,建制,1,全職議員,,,1248,53.3,TRUE
833,,RABBI IMRAN,ordinary,210,0,2003,B02,407,23,RP,其他,2,商人,,,79,3.3,FALSE
834,孫啟昌,SUEN KAI CHEONG,ordinary,2229,1,2003,B03,408,49,民建聯,建制,1,行政經理,,,952,45.5,FALSE
835,李繼雄,LEE KAI HUNG,ordinary,493,1,2003,B03,408,43,,民主,2,個人理財策劃師,,,1117,53.4,TRUE
836,謝永齡,TSE WING LING JOHN,ordinary,2251,1,2003,B04,409,49,民主黨,民主,2,教授,,,1190,54.4,TRUE
837,李均頤,LEE KWUN YEE KENNY,ordinary,2288,1,2003,B04,409,34,民建聯,建制,1,政黨工商專業組統籌主任,,,974,44.6,FALSE
838,阮鎮泉,YUEN CHUN CHUEN,ordinary,2230,1,2003,B05,410,53,民建聯,建制,1,工會工作者,,,830,35.6,FALSE
839,李慶偉,LEE HING WAI BONSON,ordinary,2357,1,2003,B05,410,44,民主黨,民主,2,社會工作者,,,1466,62.9,TRUE
840,龐可榮,PONG HO WING,ordinary,2274,1,2003,B06,411,56,,建制,2,牙科醫生,,,611,32.7,FALSE
841,陳耀輝,CHAN YIU FAI,ordinary,500,1,2003,B06,411,46,公民起動,民主,1,建築師,,,1219,65.3,TRUE
842,黃英琦,WONG ADA YING KAY,ordinary,2254,1,2003,B07,412,44,,民主,0,律師,,,,,TRUE
843,吳錦津,NG KAM CHUN,ordinary,2256,1,2003,B08,413,52,,建制,1,行政董事,,,1236,55.2,TRUE
844,李偉儀,LEE WAI YEE,ordinary,211,1,2003,B08,413,30,公民起動,民主,2,大學社會政策研究項目統籌主任,,,991,44.3,FALSE
845,張國鈞,CHEUNG KWOK KWAN,ordinary,829,1,2003,B09,414,29,民建聯,建制,2,律師,,,338,23.9,FALSE
846,黃宏泰,WONG WANG TAI,ordinary,2375,1,2003,B09,414,39,,建制,1,執業會計師,,,776,55,TRUE
847,梁志培,LEUNG CHI PUI,ordinary,367,1,2003,B09,414,57,,其他,3,公司董事,,,262,18.5,FALSE
848,劉珮珊,LAU PUI SHAN,ordinary,501,1,2003,B10,415,33,民建聯,建制,1,地區統籌主任,,,590,38.1,FALSE
849,金佩瑋,KING MARY ANN PUI WAI,ordinary,274,1,2003,B10,415,39,公民起動,民主,2,性別研究員,,,911,58.9,TRUE
850,盧健明,LO KIN MING,ordinary,1054,1,2003,B11,416,46,灣社盟,民主,1,行政總裁,,,1189,51.7,TRUE
851,盧天送,LO TIN SOWN,ordinary,2231,1,2003,B11,416,58,民建聯,建制,2,全職議員,,,1048,45.6,FALSE
852,羅友聖,SALAROLI GIUSEPPE,ordinary,2189,1,2003,C01,417,67,,其他,2,退休,,,2145,73.8,TRUE
853,鮑幗潔,PAU KWOK KIT ELSIE,ordinary,212,1,2003,C01,417,56,,建制,1,人力資源顧問,,,698,24,FALSE
854,黃球標,WONG KAU PIU,ordinary,1055,1,2003,C02,418,28,民建聯,建制,2,營業經理,,,871,23.2,FALSE
855,曹漢光,TSO HON KWONG,ordinary,2162,1,2003,C02,418,56,獨民派,民主,1,全職區議員,,,2830,75.6,TRUE
856,傅元章,FU YUEN CHEUNG ALEXANDER,ordinary,820,1,2003,C03,419,54,港進聯,建制,0,保險及僱員福利顧問,,,,,TRUE
857,勞鍱珍,LO TIP CHUN,ordinary,2112,1,2003,C04,420,56,民建聯,建制,0,全職區議員,,,,,TRUE
858,李建賢,LI KIN YIN,ordinary,2190,1,2003,C05,421,50,民主黨,民主,1,大學講師,,,2584,53.3,TRUE
859,顏尊廉,NGAN CHUN LIM,ordinary,2259,1,2003,C05,421,55,民建聯,建制,2,旅行社業務總監,,,2211,45.6,FALSE
860,杜本文,TO BOON MAN DANIEL,ordinary,2113,1,2003,C06,422,54,,其他,0,設計師/行政經理,,,,,TRUE
861,陳添勝,CHAN TIM SHING MANUEL,ordinary,2114,1,2003,C07,423,44,獨民派,民主,2,公司董事,,,2553,62.9,TRUE
862,劉國華,LAU KWOK WAH,ordinary,213,1,2003,C07,423,48,,建制,1,執業律師,,,1421,35,FALSE
863,古桂耀,KU KWAI YIU,ordinary,2233,1,2003,C08,424,41,,民主,1,大廈保養技術員,,,1684,47.3,FALSE
864,鄧禮明,TANG LAI MING,ordinary,1030,1,2003,C08,424,45,民建聯,建制,2,公司董事,,,1827,51.3,TRUE
865,曾航生,TSANG HONG SANG,ordinary,275,1,2003,C09,425,40,公義同盟,民主,3,創作歌手/灣仔藝術學院講師,,,448,14.9,FALSE
866,麥偉智,MAK WAI CHEE,ordinary,830,1,2003,C09,425,30,,其他,2,註冊社工,,,996,33.3,FALSE
867,朱偉祖,CHU WAI JOE,ordinary,502,1,2003,C09,425,29,民主黨,民主,1,立法會議員辦事處社區主任,,,1519,50.8,TRUE
868,梁雪芳,LEUNG SUET FONG,ordinary,2334,1,2003,C10,426,41,公義同盟,民主,2,旅行社經理,,,874,29.9,FALSE
869,陳靄群,CHAN OI KWAN,ordinary,749,1,2003,C10,426,53,民建聯,建制,1,社團行政人員,,,1997,68.4,TRUE
870,陳耀德,CHAN YIU TAK,ordinary,2277,1,2003,C11,427,52,民主黨,民主,2,教師,,,2901,69,TRUE
871,唐偉源,TONG WAI YUEN,ordinary,2289,1,2003,C11,427,40,民建聯,建制,1,物流經理,,,1231,29.2,FALSE
872,龔栢祥,KUNG PAK CHEUNG,ordinary,751,1,2003,C12,428,53,民建聯,建制,0,旅行社總監,,,,,TRUE
873,馬德成,MA TAK SING,ordinary,1242,1,2003,C13,429,44,民建聯,建制,1,服務中心主任,,,1080,35.6,FALSE
874,黎志強,LAI CHI KEONG JOSEPH,ordinary,2361,1,2003,C13,429,55,民主黨,民主,2,全職議員,,,1932,63.7,TRUE
875,黃建彬,WONG KIN PAN,ordinary,2167,1,2003,C14,430,49,民建聯,建制,2,全職區議員,,,1549,55.4,TRUE
876,黃勝輝,WONG SHING FAI CHRIS,ordinary,276,1,2003,C14,430,33,民主黨,民主,1,教育中心行政總監,,,1222,43.7,FALSE
877,朱奉慈,CHU FUNG CHEE,ordinary,2298,1,2003,C15,431,45,,其他,2,大律師,,,885,42.6,FALSE
878,陳炳煥,CHAN BING WOON,ordinary,2292,1,2003,C15,431,58,,其他,1,律師/法律公證人/中國委託公證人/調解員,,,1108,53.4,TRUE
879,葉就生,IP CHIU SHING,ordinary,2168,2,2003,C16,432,63,,建制,1,全職區議員,,,1636,52.1,TRUE
880,陳建國,CHAN KIN KWOK,ordinary,1141,1,2003,C16,432,58,民主黨,民主,2,教師,,,1456,46.4,FALSE
881,雷淑穗,LUI SHUK SUI,ordinary,368,1,2003,C17,433,48,,其他,2,社區義務工作者,,,1027,36.6,FALSE
882,蔡永聰,CHOI WING CHUNG,ordinary,277,1,2003,C17,433,44,,其他,3,東主,,,125,4.4,FALSE
883,李建良,LI KIN LEUNG,ordinary,1056,1,2003,C17,433,52,,其他,4,商人,,,230,8.2,FALSE
884,羅榮焜,LO WING KWAN FRANKIE,ordinary,2191,1,2003,C17,433,55,,建制,1,電視熒幕宣傳主持,,,1385,49.4,TRUE
885,王志鍾,WONG CHI CHUNG,ordinary,1142,1,2003,C18,434,28,民建聯,建制,1,高級助理統籌主任,,,678,26.9,FALSE
886,周潔冰,CHOW KIT BING JENNIFER,ordinary,2235,1,2003,C18,434,48,,建制,2,公司董事,,,1788,71.1,TRUE
887,許清安,HUI CHING ON,ordinary,2236,1,2003,C19,435,37,,建制,0,執業會計師,,,,,TRUE
888,梁貫倫,LEUNG KOON LUN ALAN,ordinary,965,1,2003,C20,436,30,獨民派,民主,1,資訊科技,,,1048,27.6,FALSE
889,王國興,WONG KWOK HING,ordinary,2237,1,2003,C20,436,54,民建聯,建制,2,行政主任/作家,,,2665,70.3,TRUE
890,蔡世傳,CHOI SAI CHUEN,ordinary,727,1,2003,C21,437,54,,其他,1,董事總經理,,,944,47.8,TRUE
891,朱漢華,CHU HON WAH,ordinary,1045,1,2003,C21,437,53,民建聯,建制,2,全職區議員,,,943,47.8,FALSE
892,梁國雄,LEUNG KWOK HUNG,ordinary,729,1,2003,C22,438,47,四五,民主,1,自由撰稿人,,,1149,35.1,FALSE
893,黃成光,WONG SHING KWONG,ordinary,728,1,2003,C22,438,49,,其他,2,顧問,,,636,19.4,FALSE
894,蔡素玉,CHOY SO YUK,ordinary,2279,1,2003,C22,438,53,民建聯,建制,3,商人,,,1433,43.8,TRUE
895,李汝大,LEE YU TAI DESMOND,ordinary,1244,1,2003,C23,439,58,,建制,1,學校校監,,,2657,69.2,TRUE
896,鄭志成,CHENG CHI SING,ordinary,2363,1,2003,C23,439,44,民建聯,建制,2,工程公司東主,,,1133,29.5,FALSE
897,周劍恒,CHOW KIM HANG,ordinary,1143,1,2003,C24,440,30,,其他,1,律師,,,1073,38.5,FALSE
898,陳得偉,CHAN TAK WAI,ordinary,2364,1,2003,C24,440,43,,其他,2,商人,,,1671,60,TRUE
899,江子榮,KONG TZE WING,ordinary,2171,1,2003,C25,441,52,民建聯,建制,0,執業會計師,,,,,TRUE
900,洪連杉,HUNG LIN CHAM,ordinary,730,1,2003,C26,442,29,民建聯,建制,2,中學教師,,,1167,30,FALSE
901,梁淑楨,LEUNG SUK CHING,ordinary,2239,1,2003,C26,442,51,民主黨,民主,1,全職議員,,,2672,68.8,TRUE
902,佘慶雲,SHEA HING WAN,ordinary,2336,1,2003,C27,443,46,,其他,2,香港業主會會長,,,991,35.3,FALSE
903,麥順邦,MAK SHUN PONG PHILIP,ordinary,1018,2,2003,C27,443,50,,建制,1,公司董事,,,1743,62.1,TRUE
