id,name_en,name_zh,estimated_yob,yod,gender,related_organization,uuid,fc_uuid,description_zh,description_en
1614,TING TSZ YUEN,丁仕元,1979,,MALE,沙田區政,4c081e43-10ef-4171-a952-889a82b313ff,01f28f01-ac04-467b-8891-492964d95040,,
2500,DING Wai-leung,丁偉良,,,MALE,沒有政治聯繫,b19462f7-fa34-416d-877a-7bd5e30e7ccf,1dc4b8f3-7052-41ae-8d97-7f70a125d81c,,
2014,TING KIN WA,丁健華,1968,,MALE,九龍社團聯會,d3847472-a713-4361-90f9-191cf76c411c,aead1ad7-4969-46f0-ab4c-bfbb22893b11,,
1491,TING CHI WAI ROY,丁志威,1981,,MALE,,7693027a-613a-450f-8ad8-8e520f3e1f9a,420e2bce-478b-47ef-8246-f0faf12b1b1d,,
41,"TING Kong-ho, Eddie",丁江浩,1974,,MALE,民建聯,2b116045-c370-4690-8052-58e20e1e3103,1227c8b1-59ae-43cb-bfff-3f96d8f98f71,,
2955,TING Wong Kacee,丁煌,,,MALE,經民聯,26d444e7-7824-45ce-b71f-af9e0606a617,2c4b03a3-4a39-4f28-8f6e-2f27722a17ac,,
1046,TING YIN WAH,丁衍華,1953,,MALE,,686b4f4c-a5f7-44b4-bcc9-f4a2fe73c134,,,
687,YAU Tsang-keung,丘增強,1971,,MALE,,38cf90cd-2fc3-41d5-b6a7-b58adfab0bac,,,
397,"YAU Tsz-ming, Brownson",丘子明,1960,,MALE,,0cc07e4f-0683-4a42-b4ef-757a5faa04df,,,
1645,YAU MAN CHUN,丘文俊,1982,,MALE,"沙田區政,區政聯盟",80442033-8e50-4743-863c-01f05cf9646c,dd9d6b6e-7f92-4d7f-93bf-08a853bc96eb,,
845,YAU SHUI WAN,丘瑞雲,1954,,FEMALE,,45768b91-1f3d-425a-8468-553443e0ba6b,,,
1809,NAKADE HITSUJIKO,中出羊子,1991,,MALE,,64de1be3-7bfc-40d8-a278-e5873547ee16,,,
2175,CHOW CHUN FAI,仇振輝,1947,,MALE,"九龍社團聯會,西九新動力",5bc5011a-fcde-48c4-9f71-79868b0306a6,28210afc-10bd-4023-a4c9-be298b037743,,
2745,CHAU Hui-yan,仇栩欣,1996,,FEMALE, ,dde610da-d9ab-4753-9092-a356d81d5df6,87da705c-7850-480d-bccd-d970f9979318,,
1489,YUM EDWARD LIANG HSIEN,任亮憲,1979,,MALE,,324ff258-95f1-4fb9-bf8d-556224a1f6d5,,,
110,YAM KAI BONG,任啟邦,1978,,MALE,新民主同盟,e79524d1-1e78-42c0-93cb-ad759b108288,91936728-fc52-456a-9b49-d9755c238be2,,
2458,YAM Ka-yi,任嘉兒,,,FEMALE, ,97bc1310-2f85-4e2a-b849-259b9d194d25,70b20fb2-d570-4c07-8f8d-67a1143d0631,,
216,YAM KWOK KEUNG,任國強,1953,,MALE,,cc850fcd-df4a-42ea-8d0b-6fe158e272aa,,,
509,YUM KWOK TUNG PIUS,任國棟,1975,,MALE,,87ca8a6c-f96d-4c12-b555-8eb55b69e9bf,8beb4098-5b94-43cd-8c07-fb1205397f83,,
1343,YAM CHI MING STEPHEN,任枝明,1954,,MALE,,28068023-e0e5-446b-9afe-f36df6b05868,,,
421,YAM WING KEUNG,任永強,1975,,MALE,,c3ecd920-a93a-43e9-ab46-ae7ed9b6c813,,,
2341,YAM SIU WAI DAVID,任紹偉,1955,,MALE,,8ae3298e-5c83-4bdd-951d-359a1df9d11b,,,
1711,YAM MAN CHUEN,任萬全,1985,,MALE,,98b22240-04df-4be2-be5a-ba41f9360042,8fbbf2b8-ad47-483c-bd28-bbedd17c587a,,
1805,YAM PAULINE,任葆琳,1974,,FEMALE,,4196ad99-366b-4c10-a5f0-453da37bb797,d0d048a6-2a37-423a-8f0c-de9f3ae4aa86,,
2582,NG Chun-yu,伍俊瑜,1988,,MALE,民建聯,ea91c5d1-2dcb-4128-9665-005cbbba4fe4,656306ae-3b40-43ef-a20f-5a31c62e8be2,,
1230,NG WAI TAK RAYMOND,伍偉德,1964,,MALE,,9624d428-42fb-4abf-b936-5ea3d7ba353f,,,
2784,NG Kin-wai,伍健偉,,,MALE, ,96a0b1e6-65bb-48b2-a600-b53d2d6b614e,474fd814-95d0-4258-8d74-4a96ed1e31cd,,
2506,NG Hiu-man Gloria,伍僥敏,,,FEMALE,公民黨,0655bd72-378f-4475-9db8-1e0ae883029c,a0e6b411-f907-46d0-84cc-4e354c25ff7c,,
1274,NG SIU CHEUNG,伍兆祥,1935,,MALE,,1d27d925-07e3-4d85-92fc-30047d4dbce0,,,
598,NG HOI YAN BONNIE,伍凱欣,1983,,FEMALE,民主黨,13d93379-53c8-456e-b895-fe9ded968a12,e715a674-0c65-4a8f-8b0a-8332b6e3939f,,
2984,NG Ka-yee Victoria,伍嘉儀,,,FEMALE,,86113069-66bd-4063-a2c1-2a972d196a2a,1710845b-4688-4219-b710-42d267920165,,
441,"NG Yuen-ting, Yolanda",伍婉婷,1975,,FEMALE,香港島各界聯合會,dcc5aa49-34a2-4583-a663-62936624acc8,76f7970f-6432-4a5a-8101-c19021ce68c5,,
1120,NG Gene-bond,伍展邦,1985,,MALE,,60ecac1b-0101-4515-abe5-e6c69c9ae77b,,,
2703,NG Chi-wah,伍志華,,,MALE,民建聯,cd015b95-3240-42e9-b839-a8cbcf70672d,3fd5d899-4632-4cd7-8542-6a2f854285da,,
243,NG King-wah,伍景華,1961,,MALE,,cc5b876d-34bd-47d8-a2c3-74047a96dd2e,,,
975,NG YUET LAN,伍月蘭,1963,,FEMALE,公民黨,90e2b39f-5ca5-42ed-944c-8cf1ec12874a,ebcbb26b-1b24-4edf-9d18-6e2990915c20,,
2059,NG WING TAK,伍永德,1985,,MALE,,13644187-4d22-409a-b77c-30d49497f299,,,
449,NG PING YIU,伍炳耀,1942,,MALE,,01f2e579-b2a2-431b-b57d-b5b611785d2b,,,
1410,NG CHING MAN,伍精民,1948,,MALE,,9699c62d-4aab-480a-bbdc-a521765e54c0,,,
2627,NG Hin-wang,伍軒宏,1997,,MALE,民主黨,ca4f8359-4566-4f6f-b6ae-eb2e14d71c1e,d5e347b0-30ac-4e21-b0e3-02cdacacc187,,
2024,NG HIN LUNG,伍顯龍,1990,,MALE,,d7fdede2-16dd-4a5d-afbd-9265ff0f92ef,184272b1-ea0b-4bd2-8263-8a82f94f56d3,,
1630,HO PUI HAN,何佩嫻,1961,,FEMALE,,53f91be6-e167-4c95-b4bf-4e0bd23fa87a,,,
362,,何佩賢,1962,,FEMALE,,7986bc83-dcdb-44a2-b183-1dfd264f2385,,,
667,HO Loy,何來,1965,,FEMALE,,4ce600fb-b0f8-4b6e-a2ca-0ccae760f862,,,
803,HO CHUN YAN,何俊仁,1951,,MALE,,b58452a0-dac3-4947-bd16-0dccf5aeb095,,,
2107,HO CHUN KI,何俊麒,1957,,MALE,,369a70c6-7eca-4a98-b4a1-4b2b524fd61d,,,
1735,HO WAI CHUN,何偉俊,1983,,MALE,,6cfd6dd1-ea19-4e64-9f08-5bbed0151fdb,06964899-524b-4565-917f-71dd9a5fa550,,
2822,HO Wai-lun,何偉倫,1992,,MALE,工黨,4e2f15fd-00c4-40fb-a223-f1b6e443cb18,ec7fdf3a-6791-463b-a7b5-7f23b4dca08d,,
2287,,何偉明,1969,,MALE,,17fe6420-cf2e-4c8b-a0db-c8d4a73cbf34,,,
1956,HO WAI LOK,何偉樂,1990,,MALE,,1f288704-6d2c-4acc-bf70-8bcd4e5a86f6,34748e68-c7a1-4567-b77d-9a34d6eaadd9,,
1517,HO WAI KUEN,何偉權,1992,,MALE,,2ba834d7-a55a-4da7-91aa-aabfb7394e60,,,
2031,HO WAI CHEUNG,何偉祥,1993,,MALE,,9ebf5876-e42a-4516-8e41-3f737f4674f2,,,
2847,HO Stanley Wai-hong,何偉航,1984,,MALE,工黨,c07892b0-b813-4008-b310-f3e0aec009ef,61d912e3-83ac-4f3a-a0cd-d4ffa5e30eab,,
1316,HO WAI TO,何偉途,1958,2016,MALE,,2f6f5016-1bc0-4ac0-a422-2826d191a92f,,,
2656,HO Wai-lam,何偉霖,,,MALE,,f51a54b3-a164-485e-a3be-294e7005fa78,92d59142-57cc-4430-8377-371a7cb74988,,
2706,HO Cheuk-wai,何卓威,,,MALE, ,dcd566dd-d2d8-4401-aec7-571e263af01b,12eb0c4f-5c9a-4a81-bca4-5ecf862937db,,
2796,HO Pok-ho Rocco,何博浩,,,MALE,民建聯,423c4a1d-1b38-4398-ad22-604eaf502453,e7d97e84-9c5e-4348-b2b7-a97d569b115f,,
268,HO HAU CHEUNG,何厚祥,1952,,MALE,"公民力量,新民黨",83502008-092f-4fa2-a723-fd103105ba76,,,
1916,HO KWAN YIU,何君堯,1962,,MALE,"新論壇,新界關注大聯盟",f1830756-5499-4b57-b8ee-27e170166f45,cd693a1a-b07d-4595-8a83-f922a00e669b,,
1493,HO KAI MING,何啟明,1985,,MALE,工聯會,dc844f08-7966-43db-ad7e-9ec1731c30c0,9e44e4b4-7efa-4f2b-9fb3-eb3758d2b014,,
1846,HO KAI MING KALVIN,何啟明,1988,,MALE,民協,289e1e37-7b4c-426b-b93e-83126372b655,f6624b78-0476-45e0-ab14-4e8a778f9791,,
338,HO Kwok-leung,何國良,1956,,MALE,,17b3b4df-fdd2-492f-bbff-3428eacfa811,,,
1609,HO KWOK WAH GEORGE,何國華,1958,,MALE,,c2c0f39e-1b97-478b-ae67-db154d36356a,,,
2612,HO Kwok-ho,何國豪,1990,,MALE,匯政衞言,c8293ad8-f79d-4f1d-8fe1-14efb01646f5,a4f18233-9cba-4129-885a-92c4e269c329,,
2755,HO Kwan-chau,何坤洲,,,MALE,民建聯,49f9b886-c799-4ca0-96df-76edf84ebceb,6cc15f03-13d1-41bb-bb30-723d0eea45b7,,
349,HO TAI WAI DAVID,何大偉,1949,,MALE,,450cd529-0340-494e-b17c-a5f457cdac9f,,,
2081,HO HAU CHUN,何孝俊,1985,,MALE,,3985d21d-1f33-41e4-9032-0ffe6768b58e,,,
1973,HO KA HONG,何家康,1967,,MALE,,a9c4c971-4db7-4c74-8300-dc80aba59adc,,,
1258,HO KA KUEN SIMON,何家權,1987,,MALE,,87bbdc89-41d0-444b-bdd6-9d5ef391d595,,,
2513,HO Fu-wing,何富榮,,,MALE,,614c34b3-c158-40d1-9873-58ff09b145e3,43a0329f-a9d3-44cb-ae63-e6ab0d05dea1,,
792,HO Tak-kwong,何德光,1952,,MALE,,d6feae11-9442-4f6d-b8d4-1bf23c5c1773,,,
1720,HO CHI WAI,何志偉,1980,,MALE,,db327a2a-834c-4cde-b762-daf69d9d9be2,,,
697,HO Chi-wing,何志永,1963,,MALE,,426d7b6c-610f-482f-8d56-f9b3cca71710,,,
3019,HO Yan-ching,何恩清,,,FEMALE, ,09a18962-3d04-4cd5-b076-d863659f5b23,9e2f58e7-6648-4ad3-ae30-048c4be409b0,,
524,HO WAI YEE,何惠儀,1948,,FEMALE,,397cb1aa-474d-46df-b3de-034ade3f081b,,,
2626,HO Wai-pan,何惠彬,,,MALE,街工,011ba358-d3dd-4a98-b2f1-4caa4041f6be,b2cd4d33-9cc5-411f-ac99-e9f0c7ea572d,,
1943,HO WAI FONG POLLY,何惠芳,1965,,FEMALE,,7810c056-72f8-433c-a499-458c80b83c4b,,,
560,HO YAN WING,何慇榮,1980,,MALE,,99297ffd-3f1d-4dde-a07c-c459b83bbbfd,,,
1200,,何新華,1961,,MALE,,2ebd59d9-e858-4d55-a9bf-04cb58d1d527,,,
2325,HO HANG MUI,何杏梅,1957,,FEMALE,民主黨,ecc8d6ee-58ed-4035-aca1-cd358635ede8,5821941d-1835-4890-8676-dda65218847a,,
1304,,何根源,1942,,MALE,,4e0568e7-9628-44f7-9374-b938a41454f9,,,
2681,HO Tsz-chung,何梓聰,1997,,MALE,,233d0b35-e93a-4295-82a4-e1dab2d1db0e,d121fff1-c6a6-4af9-9180-5e61a88d1d6a,,
1866,HO WING TUNG,何榮東,1961,,MALE,,3afba778-08e2-4fae-a7ec-2cc13ad18850,,,
1471,HO SHU KWONG RAYMOND,何樹光,1961,,MALE,,fe1cc1a5-f7f1-42b0-8349-d88475e1c49f,ef42d8ce-6da2-4946-8dd1-3dfaa5557b5e,,
716,HO NGAI KAM STANLEY,何毅淦,1985,,MALE,工聯會,75be0504-cca3-4a11-a9de-ea684cdc75c9,badab648-e328-4908-b06c-31984c60af04,,
647,HO MAN KIT RAYMOND,何民傑,1976,,MALE,,a06a8096-e341-4422-9c2f-db23c39dfbf0,c8630ca8-2398-4b26-8669-6715a823a0f4,,
433,HO SHU YEE SUSANA,何淑儀,1954,,FEMALE,,a7c5c291-d385-47eb-a848-23498c444817,,,
356,HO SUK PING SHIRLEY,何淑萍,1961,,FEMALE,,beeb38a9-0d00-489b-aa8a-dc4f84bbf7c2,,,
766,HO HON MAN,何漢文,1966,,MALE,民建聯,90283ec1-39a6-4cb2-9bb9-29d380f448bd,e5528d35-d824-4807-a019-5ecffc8aa1a5,,
872,,何潤卿,1958,,FEMALE,,3f0b554d-12f4-493b-9377-5d07157fb34e,,,
742,HO YUN FAT,何潤發,1954,,MALE,,e19e4653-5811-4586-9cdd-72d44db7a5c0,,,
760,HO PING RAYMOND,何炳羲,1951,,MALE,,46686069-d484-43ae-b31d-fa1549b4c8bd,,,
357,HO SAU MO,何秀武,1948,,MALE,,92da9768-b694-44bc-8819-a90f44e735c8,,,
366,HO SAU LAN CYD,何秀蘭,1954,,FEMALE,,44d7f172-9726-4a6c-b248-2e478c62f8f4,,,
2950,Ho Wing-chi,何穎智,,,MALE, ,30812572-a2dd-4556-aa39-a2770d04f299,78ca7dd2-23e1-4574-b7a4-1cff6b9cc39d,,
273,,何穎賢,1975,,FEMALE,,20088690-2555-4587-8722-c8f101536b1c,,,
2413,,何紹基,,,,,8581cf8a-a7ed-4f9d-b054-94ab98e393a1,,,
1199,,何耀南,1959,,MALE,,1c98c2c1-4210-4a82-b94f-e2120f3f4174,,,
2466,HO Chi-wang,何致宏,1993,,MALE,維多利亞社區協會,2173d493-78c5-480b-bc9b-eac734b4a628,87bcebe6-8d2c-4335-8c41-b471b1d980d5,,
269,HO LEUNG,何良,1937,,MALE,,93c2b0cb-8bc3-46b8-ae77-489031574f9a,,,
2082,HO YING SANG,何英生,1957,,MALE,,9813cd36-9f41-4c90-b8ed-de47058586ed,,,
2015,HE HUAHAN,何華漢,1986,,MALE,經民聯,a9af4ced-8c38-4d0b-bb6e-61583949ce5a,36ccc0d5-a36d-4385-95d3-f6a3d4575944,,
16,,何觀順,1947,,MALE,,06c032ba-f3c9-4948-8eac-d5cb8a252c1b,,,
1727,HO GLORIA WING KA,何詠嘉,1981,,FEMALE,,6edc8e41-f92a-428d-9e2d-ccde9c1add6a,,,
1203,HO YIN FAI,何賢輝,1956,,MALE,,bce6cefc-cd41-4bb7-9003-9f9a646b5b36,,,
673,"HO Chiu-kwong, Paul",何超光,1955,,MALE,,692f6bf6-bcad-4d3c-b8f8-276832b9fcdc,,,
2412,,何進輝,,,,,c3cc2bec-2b9f-47e1-8d2e-d9e0ce62cc07,,,
868,HO Kam-wing,何金榮,1963,,MALE,,84b5b67d-5920-4dd5-a1cf-645c2f5fab48,fa7f0b37-e1a1-4c12-b88a-45f0a06d33a3,,
114,HO KAM CHUEN FREDERICK,何錦全,1952,,MALE,,5c2096cf-8398-462d-a5fe-cbfb71026e85,,,
1412,HO HIN MING,何顯明,1954,,MALE,自由黨,978ac63a-8b8c-4336-823d-ee5576aa633b,0bdda044-fbc4-44ba-b500-da22f83df945,,
1006,HO Lai-fong,何麗芳,1967,,FEMALE,,a34a8c2f-4536-4487-9f99-1791e35b4ac8,,,
1100,"SHI Kai-bon, Jeffrey",佘啟邦,1977,,MALE,,c6a5cded-3a05-4222-a78f-b6ee129b3c31,,,
637,,佘國雄,1975,,MALE,,3c2f6f01-0464-43db-85d3-3e08d724eb8e,,,
2151,,佘志強,1962,,MALE,,8a646a82-4e69-4c72-8343-a41bc211d796,,,
2336,SHEA HING WAN,佘慶雲,1957,,MALE,,bb3b224c-b808-4d74-a0c4-f57e82d25fa6,,,
516,SHI KAI BIU,佘繼標,1955,,MALE,,a07676c7-56aa-4e89-9732-3b597ec91276,,,
133,SHEA Kai-chuen,佘繼泉,1962,,MALE,,d52c0592-40a6-443d-bb0d-fcc3be8c3142,,,
1016,YU Chung-leung,余仲良,1970,,MALE,,47278e97-edb9-46e4-b35e-ba5aa2f2ea2e,,,
1779,YU CHUNG YIN,余仲賢,1985,,MALE,,db29aa69-dc13-4d19-b237-eb2ce08d142f,,,
1689,YU CHUN CHEUNG PETER,余俊翔,1984,,MALE,,8c69cbf7-0196-4492-8697-4d69068afe49,,,
641,YUE SHIN MAN ANNA,余倩雯,1957,,FEMALE,民建聯,aeeeae9d-ee2d-4c7d-a453-12ed9a0d2a81,df78f563-7dfb-4e16-925b-0406b68c13c6,,
56,YU Kwun-wai,余冠威,1983,,MALE,,b8cd3dde-e987-438e-b4d6-65eb70b49627,,,
1880,YU KAI CHUN,余啟津,1959,,MALE,,6db30c02-0cda-4700-a0d3-41a63a0fd7e3,,,
582,YU Kwok-wai,余國偉,1952,,MALE,,ee13b77e-c942-410c-9970-2e1fc323c9ce,,,
997,"YU Siu-po, Augustine",余少甫,1966,,MALE,,4a65cfe2-f285-49cc-8629-b529bbb007b8,,,
1738,YU TAK PO,余德寶,1991,,MALE,公民黨,4aa11e78-52dd-4a7e-b219-75e1b766e349,36c44789-23b0-4e3e-a417-f1f2cefc6b9d,,
1666,YUE CHEE WING ADMOND,余志榮,1959,,MALE,九龍社團聯會,145c7443-533a-435b-9ae1-12971b802697,b29fa482-d093-41b8-b3fc-d866ed32966b,,
2897,YU Chung-ho,余忠豪,,,MALE, ,c08441f4-f846-43c2-b4dd-c0635e50cc0f,,,
995,"YUE Man-tuen, Lilian",余文端,1953,,FEMALE,,d6586848-19f1-49c7-855e-ec08e4097d61,,,
904,YU CHI SHING PAUL,余智成,1965,,MALE,,1e82fb02-8aea-4d8d-bb01-f7418f317c6a,,,
151,YU Chi-wing,余智榮,1967,,MALE,"新界社團聯會,社區18",cbde666e-313b-47e3-b108-2d1cb9e6815e,48b31f33-1b14-4179-b0dc-e0965da10dc7,,
2665,YU Tsun-ning,余浚寧,,,MALE,將向天晴,d7a3847b-382d-4598-b030-3c9d6f54e1c5,ee7748a5-e2b6-437d-bd2f-546b5dcbbf5d,,
1441,YU HON LUN,余漢倫,1982,,MALE,,b1f93da0-bb72-40ed-8468-f92d110f15da,,,
1935,YU HON KWAN,余漢坤,1962,,MALE,,0f0bf5d5-409a-4d22-9904-f001ba9a8732,8a3e7299-bed2-476d-85d8-c43bf1a38f32,,
1460,YU SUI SANG,余瑞生,1962,,MALE,,5238bf87-83b6-46eb-94ac-3cc2ab23e7f0,,,
888,YU SAU CHUN,余秀珍,1960,,FEMALE,,ee91ab84-43ff-407d-8788-4a173123b25b,,,
799,YU SAU KING,余秀琼,1956,,FEMALE,,dbd3f06e-d7e5-48e5-9e3f-3ea65789f694,,,
1615,YU LAP ON,余立安,1900,,MALE,,4cb98051-f1ce-49fe-9880-8c3adb6b3613,,,
2037,YU MAN KWONG,余萬光,1961,,MALE,,16186d6a-1bbc-41bb-ac94-fe748f55db04,,,
2957,YU Sze-nga,余詩雅,,,FEMALE, ,2d874e1c-8231-4abc-96f5-036af8478a60,,,
1692,YU SHING HEI,余誠禧,1986,,MALE,,5aac2f54-2e3e-4e0f-9ac5-0f44d2a53f91,,,
2763,YU Siu-lun,余邵倫,,,MALE,"工聯會,民建聯",4711dd7c-a77b-4d1a-9489-c3e95b09ff51,241666d4-321c-4e5f-aec1-31b2cc2571a2,,
775,YU LAI FAN,余麗芬,1960,,FEMALE,民建聯,4bf6e44d-6cce-434f-9566-f2c7665e5289,,,
1984,HAU LAI YING,侯勵英,1971,,FEMALE,,d33fa771-b981-412e-8813-051651e09ee2,,,
953,HAU KWOK TUNG,侯國東,1981,,MALE,,fc6a056f-b393-404a-b1e6-7b43cdf557c0,,,
390,HAU CHI KEUNG,侯志強,1956,,MALE,,794b34b0-b1ce-41c5-9218-19a478e57f1b,,,
2404,,侯慶榮,1956,,MALE,,1f8b28bc-f31a-45b8-be54-d6c0cc555bbf,,,
2625,HAU Man-kin,侯文健,,,MALE,天水連線,b8b46f55-3b23-47d7-b2ba-74c5cf70bcdd,a3f96d88-5421-4d9e-a652-627d17ef082f,,
2914,HAU Hiu-tung,侯曉彤,,,FEMALE,,3d731fea-a0c4-411c-b3f1-9e5c0a67eee8,7209e01e-cd92-4d44-807b-cb19c9f403e2,,
1437,HAU WING KONG ALVAN,侯榮光,1965,,MALE,,c9c3009a-88b2-4998-8e06-d585469b10f9,,,
1280,,侯瑞培,1924,,MALE,,42b8b47a-6ca3-4f60-a299-69ba85e2e964,,,
1436,HAU FUK TAT SIMON,侯福達,1959,,MALE,,2da32a70-a4a2-4b44-a81b-2b86b1caa549,933e8e34-b0a3-4586-9f30-2ab894eac4dd,,
2402,HAU KAM LAM,侯金林,1953,,MALE,,6e66d476-03d2-47b7-b2c8-c53e2444c4fe,,,
2694,YU Natasha,俞卓君,,,FEMALE, ,cc0f42af-b6fd-4d0e-aac3-759c6248b482,3f715a8a-8e5e-4aef-923b-f655f336659a,,
2491,YU Chun-hei James,俞竣晞,,,MALE,公民黨,af01f649-33dd-47e6-a6d2-1c2d995bc642,616bf6e4-2b4c-47a2-b64a-d65d6a6bba66,,
260,LUEN Kwok-fai,倫國輝,1962,,MALE,,0e89f7ee-6f87-45e0-a0e1-20cce0d6fbb2,e9038d39-fbf5-4752-bab6-43c839d725b7,,
1588,LUN MAN KIT,倫文傑,1987,,MALE,,49fb2228-ffac-471c-b7c7-9e73fdc49349,,,
2986,LUN Chi-wai,倫智偉,,,MALE, ,3627849e-0c2f-4375-95a0-9ba5dbb4b0dd,ea1985a4-9f6f-4cd0-8aef-f45de5f862e9,,
345,,傅仕偉,1958,,MALE,,8f2170cd-c1d0-4098-8f42-86fcf7ffc774,,,
2840,FU Kai-lam,傅佳琳,1996,,FEMALE, ,24710c70-6adb-408d-b99d-f48598a798f7,fdf8154f-9502-4eef-a5b6-66898cd4736f,,
820,FU YUEN CHEUNG ALEXANDER,傅元章,1949,,MALE,,5b6b9cc8-d5c1-4f30-97f4-ffbf338f9434,,,
1617,FU HIU LAM SAMMI,傅曉琳,1982,,FEMALE,新民黨,6af343bc-ac6c-4d17-b7de-aca2d2f58ef9,3b6c376e-c23b-4d85-b510-0d82e9c7be90,,
1418,FU MOON FONG FERDINAND,傅滿芳,1960,,MALE,,834ddfab-1cc8-496e-a660-eee6488602fa,,,
795,FU YIU WA,傅耀華,1963,,MALE,,8e29abf2-9ae4-4bd8-9130-49e22ca94cd0,,,
323,"SIN Sheung-chi, Sam",冼上智,1966,,MALE,,a9f91221-54b8-451a-838c-f894e7bf11e8,,,
969,SIN WAI CHOI,冼偉材,1959,,MALE,,945aaab9-28c2-4404-b5dd-22a877790fac,,,
1889,SIN CHEUK NAM,冼卓嵐,1994,,MALE,,76cc46aa-86bd-4cd4-af0c-67bb95217d3f,c6daabf1-6ad8-4c31-9cb8-ee786a2b4462,,
2716,SIN Ho-fai,冼豪輝,1993,,MALE,公民黨,f8f84451-11f3-4bd6-b5bb-82dcbde64267,5f8935d9-36e2-4fd0-9f84-b545a921accb,,
2516,SIN Kam-ho,冼錦豪,,,MALE, ,7a6c4466-4f38-4e7f-84e1-cd231dac4994,95b05360-6ccd-429e-ae0b-e3312a8e9560,,
57,LING Kim-kwong,凌劍剛,1955,,MALE,,63c1eb6d-6427-445e-b5a0-08d87453e322,,,
451,LING MAN HOI,凌文海,1946,,MALE,民建聯,6bd729df-e408-4122-9106-79b0cc605b8e,b90ec8d8-06c2-494e-80bc-4d827d2269ac,,
2280,,凌育群,1938,,MALE,,18110e85-7942-413f-87d8-f12c639ea7e7,,,
2520,LEE Hon-ting,利瀚庭,,,MALE,民協,446cdf4a-68c3-45fa-86f7-7971acfb899a,2f6d99e7-9687-44b8-9c83-c207732e2f98,,
2895,LAU Pak-yuen,劉伯遠,,,MALE, ,2219bb08-add2-4ff0-ac45-47c0a64adee8,0e9d54ca-e846-4419-90ce-700bc874e004,,
927,LAU Pui-yuk,劉佩玉,1979,,FEMALE,民建聯,73ccebf0-5be5-4ac2-8b73-3c5698491690,1e5d0803-922b-46e9-a108-4e8c74ceeee3,,
422,LAU CHUN YIP,劉俊業,1983,,MALE,,42869b37-f180-49e2-8a86-fad68ed047eb,,,
1722,LAU PAUL,劉保祿,1963,,MALE,,30e91153-4da2-44bb-87b2-339d7989eaab,,,
307,LAU WAI LUN,劉偉倫,1977,,MALE,,927508dd-e7cc-43a2-bb3c-b9057cd75519,,,
1089,"LAU Wai-lun, Ronald",劉偉倫,1974,,MALE,,357682bb-ef17-4721-a965-c9b458fde6b3,,,
529,LAU WAI KIT,劉偉傑,1979,,MALE,,8d882a28-a338-45fa-9697-72a303412fbb,,,
2921,LAU Wai-cheuk,劉偉卓,,,MALE, ,ffd208ce-538b-4bf0-aebe-4db8d3e34dfe,474174e3-8037-4064-bd72-ccebcc1cda57,,
1725,LAU EDWARD WAI TAK,劉偉德,1986,,MALE,,c55ee84c-cebc-4955-89bf-d5fa931c0c93,,,
1624,LAU WAI CHUNG,劉偉忠,1964,,MALE,,3d754799-4343-432f-abc2-788d923d72c1,,,
1303,LAU WAI WING,劉偉榮,1951,,MALE,,dedf3b05-c309-4bb8-83cc-b01d0b9d7cea,,,
428,LAU WAI CHEUNG PETER,劉偉章,1949,,MALE,新界社團聯會,9ee2f962-504d-403c-a9e9-f43b682735d4,69dddc9b-febf-4422-ba6e-62ec60d404ed,,
2881,LAU Wai-chung,劉偉聰,,,MALE, ,36f7de23-bbdf-44a3-ab5f-33f92055a9e4,31f72cd6-421e-47ee-8a66-c6c8c7603b9b,,
2089,LAU KI FUNG,劉其烽,1986,,MALE,新民主同盟,f13495ad-c96e-46aa-a92f-51b00f6886c0,1836197b-3183-4df4-8735-fa2d2712577f,,
1871,LAU KWUN HANG,劉冠亨,1990,,MALE,,e8a9f8ea-770c-453b-b9f0-93f5e9e666ba,,,
1922,LAU YUNG WAI,劉勇威,1980,,MALE,埔向晴天,90ea66bb-2ded-4bda-bc3c-578664f2b0b3,108b2e5a-3cf1-4a45-879a-27c5cc32c36a,,
1602,LAU HON KIN,劉匡健,1981,,MALE,,ac8ed5e4-0335-4a97-84f7-4d89302f82fe,,,
2769,LAU Cheuk-yu,劉卓裕,1976,,MALE,荃民議政,13ce7385-0b3b-41fe-9719-2098a6845394,957bca6f-627c-4c26-8f7b-1e91637a3fd0,,
91,LAU KAI KIT VINCENT,劉啟傑,1971,,MALE,,54e00cf6-4feb-4ec2-9e90-949180f99381,,,
2425,,劉啟康,,,,,d4b787dc-ef3e-49b3-acc8-f519d311dc9e,,,
1156,LAU KAI SHING,劉啟成,1962,,MALE,,8d4d6be6-1b8c-4194-ac8f-4d22558ddd86,,,
2776,LAU Kai-man Peter,劉啟文,,,MALE,實政圓桌,581966cb-33ac-4683-a3d1-197747f27641,4ea25503-f2e2-4143-a6fb-aca545fbd1c4,,
768,,劉嘉華,1946,,MALE,,8c151737-e94d-4006-9e29-32bebccbb4c3,,,
3007,LAU Ka-ho,劉嘉豪,,,MALE, ,39b0d046-2f97-467f-822c-859ef13fde2e,8796e553-ec7c-42c9-9890-3be02121c25a,,
416,LAU GAR HUNG CHRISTOPHER,劉嘉鴻,1976,,MALE,,9aeef33d-d419-4561-b4d5-35d478191219,,,
1967,LAU KA LUN,劉嘉麟,1983,,MALE,,350cedd2-bf13-468a-88e4-c8f37e97346e,,,
