id,cacode,data_year,election_year,name_en,name_zh,constituency_id,voters,new_voters
1472,H12,2016,2015,Tin  Keung,天強,1765,"{""M"":  {""18-20"":  142,  ""21-25"":  354,  ""26-30"":  295,  ""31-35"":  324,  ""36-40"":  302,  ""41-45"":  305,  ""46-50"":  335,  ""51-55"":  579,  ""56-60"":  739,  ""61-65"":  468,  ""66-70"":  323,  ""71+"":  546},  ""F"":  {""18-20"":  139,  ""21-25"":  263,  ""26-30"":  285,  ""31-35"":  304,  ""36-40"":  290,  ""41-45"":  326,  ""46-50"":  440,  ""51-55"":  742,  ""56-60"":  743,  ""61-65"":  456,  ""66-70"":  308,  ""71+"":  751}}","{""M"":  {""18-20"":  56,  ""21-25"":  18,  ""26-30"":  12,  ""31-35"":  14,  ""36-40"":  9,  ""41-45"":  12,  ""46-50"":  6,  ""51-55"":  6,  ""56-60"":  10,  ""61-65"":  7,  ""66-70"":  4,  ""71+"":  1},  ""F"":  {""18-20"":  49,  ""21-25"":  21,  ""26-30"":  13,  ""31-35"":  11,  ""36-40"":  11,  ""41-45"":  11,  ""46-50"":  11,  ""51-55"":  7,  ""56-60"":  8,  ""61-65"":  6,  ""66-70"":  2,  ""71+"":  4}}"
1473,H13,2016,2015,Tsui  Chuk  &  Pang  Ching,翠竹及鵬程,1766,"{""M"":  {""18-20"":  145,  ""21-25"":  367,  ""26-30"":  413,  ""31-35"":  415,  ""36-40"":  439,  ""41-45"":  459,  ""46-50"":  445,  ""51-55"":  653,  ""56-60"":  751,  ""61-65"":  534,  ""66-70"":  373,  ""71+"":  890},  ""F"":  {""18-20"":  154,  ""21-25"":  386,  ""26-30"":  412,  ""31-35"":  421,  ""36-40"":  397,  ""41-45"":  421,  ""46-50"":  484,  ""51-55"":  735,  ""56-60"":  755,  ""61-65"":  526,  ""66-70"":  457,  ""71+"":  1126}}","{""M"":  {""18-20"":  35,  ""21-25"":  17,  ""26-30"":  26,  ""31-35"":  15,  ""36-40"":  12,  ""41-45"":  15,  ""46-50"":  9,  ""51-55"":  12,  ""56-60"":  10,  ""61-65"":  4,  ""66-70"":  2,  ""71+"":  5},  ""F"":  {""18-20"":  41,  ""21-25"":  22,  ""26-30"":  17,  ""31-35"":  10,  ""36-40"":  14,  ""41-45"":  7,  ""46-50"":  7,  ""51-55"":  9,  ""56-60"":  6,  ""61-65"":  6,  ""66-70"":  6,  ""71+"":  14}}"
1474,H14,2016,2015,Chuk  Yuen  South,竹園南,1767,"{""M"":  {""18-20"":  125,  ""21-25"":  274,  ""26-30"":  268,  ""31-35"":  304,  ""36-40"":  210,  ""41-45"":  207,  ""46-50"":  230,  ""51-55"":  327,  ""56-60"":  412,  ""61-65"":  460,  ""66-70"":  377,  ""71+"":  875},  ""F"":  {""18-20"":  132,  ""21-25"":  259,  ""26-30"":  224,  ""31-35"":  253,  ""36-40"":  216,  ""41-45"":  248,  ""46-50"":  263,  ""51-55"":  447,  ""56-60"":  581,  ""61-65"":  544,  ""66-70"":  378,  ""71+"":  1054}}","{""M"":  {""18-20"":  42,  ""21-25"":  25,  ""26-30"":  21,  ""31-35"":  11,  ""36-40"":  5,  ""41-45"":  10,  ""46-50"":  10,  ""51-55"":  11,  ""56-60"":  8,  ""61-65"":  8,  ""66-70"":  3,  ""71+"":  8},  ""F"":  {""18-20"":  52,  ""21-25"":  15,  ""26-30"":  11,  ""31-35"":  6,  ""36-40"":  13,  ""41-45"":  15,  ""46-50"":  12,  ""51-55"":  12,  ""56-60"":  19,  ""61-65"":  16,  ""66-70"":  7,  ""71+"":  21}}"
1475,H15,2016,2015,Chuk  Yuen  North,竹園北,1768,"{""M"":  {""18-20"":  126,  ""21-25"":  231,  ""26-30"":  301,  ""31-35"":  386,  ""36-40"":  397,  ""41-45"":  435,  ""46-50"":  516,  ""51-55"":  570,  ""56-60"":  541,  ""61-65"":  472,  ""66-70"":  329,  ""71+"":  955},  ""F"":  {""18-20"":  112,  ""21-25"":  224,  ""26-30"":  318,  ""31-35"":  394,  ""36-40"":  390,  ""41-45"":  446,  ""46-50"":  486,  ""51-55"":  576,  ""56-60"":  691,  ""61-65"":  478,  ""66-70"":  469,  ""71+"":  1291}}","{""M"":  {""18-20"":  34,  ""21-25"":  18,  ""26-30"":  20,  ""31-35"":  14,  ""36-40"":  9,  ""41-45"":  9,  ""46-50"":  10,  ""51-55"":  10,  ""56-60"":  4,  ""61-65"":  4,  ""66-70"":  2,  ""71+"":  0},  ""F"":  {""18-20"":  39,  ""21-25"":  16,  ""26-30"":  15,  ""31-35"":  13,  ""36-40"":  17,  ""41-45"":  17,  ""46-50"":  8,  ""51-55"":  11,  ""56-60"":  6,  ""61-65"":  3,  ""66-70"":  9,  ""71+"":  9}}"
1476,H16,2016,2015,Tsz  Wan  West,慈雲西,1769,"{""M"":  {""18-20"":  252,  ""21-25"":  590,  ""26-30"":  493,  ""31-35"":  321,  ""36-40"":  230,  ""41-45"":  263,  ""46-50"":  354,  ""51-55"":  533,  ""56-60"":  686,  ""61-65"":  534,  ""66-70"":  451,  ""71+"":  893},  ""F"":  {""18-20"":  245,  ""21-25"":  615,  ""26-30"":  443,  ""31-35"":  310,  ""36-40"":  227,  ""41-45"":  324,  ""46-50"":  501,  ""51-55"":  735,  ""56-60"":  692,  ""61-65"":  534,  ""66-70"":  386,  ""71+"":  1015}}","{""M"":  {""18-20"":  83,  ""21-25"":  42,  ""26-30"":  26,  ""31-35"":  16,  ""36-40"":  7,  ""41-45"":  11,  ""46-50"":  15,  ""51-55"":  8,  ""56-60"":  10,  ""61-65"":  11,  ""66-70"":  5,  ""71+"":  9},  ""F"":  {""18-20"":  71,  ""21-25"":  48,  ""26-30"":  26,  ""31-35"":  20,  ""36-40"":  12,  ""41-45"":  18,  ""46-50"":  21,  ""51-55"":  21,  ""56-60"":  14,  ""61-65"":  6,  ""66-70"":  6,  ""71+"":  7}}"
1477,H17,2016,2015,Ching  Oi,正愛,1770,"{""M"":  {""18-20"":  251,  ""21-25"":  516,  ""26-30"":  306,  ""31-35"":  266,  ""36-40"":  357,  ""41-45"":  491,  ""46-50"":  675,  ""51-55"":  801,  ""56-60"":  667,  ""61-65"":  391,  ""66-70"":  311,  ""71+"":  607},  ""F"":  {""18-20"":  232,  ""21-25"":  432,  ""26-30"":  317,  ""31-35"":  301,  ""36-40"":  363,  ""41-45"":  659,  ""46-50"":  810,  ""51-55"":  802,  ""56-60"":  582,  ""61-65"":  410,  ""66-70"":  342,  ""71+"":  698}}","{""M"":  {""18-20"":  78,  ""21-25"":  44,  ""26-30"":  20,  ""31-35"":  11,  ""36-40"":  18,  ""41-45"":  19,  ""46-50"":  22,  ""51-55"":  15,  ""56-60"":  15,  ""61-65"":  11,  ""66-70"":  6,  ""71+"":  2},  ""F"":  {""18-20"":  73,  ""21-25"":  33,  ""26-30"":  13,  ""31-35"":  14,  ""36-40"":  23,  ""41-45"":  33,  ""46-50"":  30,  ""51-55"":  21,  ""56-60"":  7,  ""61-65"":  8,  ""66-70"":  3,  ""71+"":  13}}"
1478,H18,2016,2015,Ching  On,正安,1771,"{""M"":  {""18-20"":  274,  ""21-25"":  700,  ""26-30"":  483,  ""31-35"":  302,  ""36-40"":  205,  ""41-45"":  235,  ""46-50"":  386,  ""51-55"":  589,  ""56-60"":  692,  ""61-65"":  496,  ""66-70"":  374,  ""71+"":  966},  ""F"":  {""18-20"":  247,  ""21-25"":  640,  ""26-30"":  420,  ""31-35"":  248,  ""36-40"":  198,  ""41-45"":  324,  ""46-50"":  529,  ""51-55"":  707,  ""56-60"":  598,  ""61-65"":  466,  ""66-70"":  340,  ""71+"":  944}}","{""M"":  {""18-20"":  104,  ""21-25"":  39,  ""26-30"":  20,  ""31-35"":  15,  ""36-40"":  6,  ""41-45"":  4,  ""46-50"":  3,  ""51-55"":  17,  ""56-60"":  11,  ""61-65"":  10,  ""66-70"":  6,  ""71+"":  9},  ""F"":  {""18-20"":  73,  ""21-25"":  40,  ""26-30"":  22,  ""31-35"":  9,  ""36-40"":  12,  ""41-45"":  23,  ""46-50"":  17,  ""51-55"":  13,  ""56-60"":  12,  ""61-65"":  8,  ""66-70"":  10,  ""71+"":  14}}"
1479,H19,2016,2015,Tsz  Wan  East,慈雲東,1772,"{""M"":  {""18-20"":  284,  ""21-25"":  549,  ""26-30"":  458,  ""31-35"":  366,  ""36-40"":  276,  ""41-45"":  255,  ""46-50"":  348,  ""51-55"":  559,  ""56-60"":  619,  ""61-65"":  481,  ""66-70"":  360,  ""71+"":  678},  ""F"":  {""18-20"":  253,  ""21-25"":  531,  ""26-30"":  449,  ""31-35"":  336,  ""36-40"":  292,  ""41-45"":  355,  ""46-50"":  501,  ""51-55"":  677,  ""56-60"":  676,  ""61-65"":  494,  ""66-70"":  296,  ""71+"":  758}}","{""M"":  {""18-20"":  105,  ""21-25"":  29,  ""26-30"":  26,  ""31-35"":  24,  ""36-40"":  15,  ""41-45"":  12,  ""46-50"":  9,  ""51-55"":  14,  ""56-60"":  10,  ""61-65"":  9,  ""66-70"":  5,  ""71+"":  7},  ""F"":  {""18-20"":  106,  ""21-25"":  35,  ""26-30"":  17,  ""31-35"":  32,  ""36-40"":  22,  ""41-45"":  23,  ""46-50"":  29,  ""51-55"":  31,  ""56-60"":  20,  ""61-65"":  15,  ""66-70"":  8,  ""71+"":  26}}"
1480,H20,2016,2015,King  Fu,瓊富,1773,"{""M"":  {""18-20"":  169,  ""21-25"":  324,  ""26-30"":  332,  ""31-35"":  398,  ""36-40"":  386,  ""41-45"":  482,  ""46-50"":  536,  ""51-55"":  674,  ""56-60"":  689,  ""61-65"":  565,  ""66-70"":  431,  ""71+"":  997},  ""F"":  {""18-20"":  171,  ""21-25"":  344,  ""26-30"":  277,  ""31-35"":  371,  ""36-40"":  410,  ""41-45"":  531,  ""46-50"":  584,  ""51-55"":  758,  ""56-60"":  709,  ""61-65"":  601,  ""66-70"":  525,  ""71+"":  1181}}","{""M"":  {""18-20"":  56,  ""21-25"":  19,  ""26-30"":  13,  ""31-35"":  20,  ""36-40"":  16,  ""41-45"":  16,  ""46-50"":  16,  ""51-55"":  14,  ""56-60"":  15,  ""61-65"":  7,  ""66-70"":  3,  ""71+"":  11},  ""F"":  {""18-20"":  59,  ""21-25"":  21,  ""26-30"":  15,  ""31-35"":  16,  ""36-40"":  16,  ""41-45"":  16,  ""46-50"":  15,  ""51-55"":  17,  ""56-60"":  9,  ""61-65"":  5,  ""66-70"":  5,  ""71+"":  9}}"
1481,H21,2016,2015,Choi  Wan  East,彩雲東,1774,"{""M"":  {""18-20"":  142,  ""21-25"":  330,  ""26-30"":  263,  ""31-35"":  193,  ""36-40"":  207,  ""41-45"":  290,  ""46-50"":  376,  ""51-55"":  510,  ""56-60"":  432,  ""61-65"":  249,  ""66-70"":  192,  ""71+"":  361},  ""F"":  {""18-20"":  158,  ""21-25"":  339,  ""26-30"":  247,  ""31-35"":  176,  ""36-40"":  236,  ""41-45"":  402,  ""46-50"":  414,  ""51-55"":  514,  ""56-60"":  353,  ""61-65"":  280,  ""66-70"":  222,  ""71+"":  339}}","{""M"":  {""18-20"":  52,  ""21-25"":  22,  ""26-30"":  12,  ""31-35"":  11,  ""36-40"":  9,  ""41-45"":  12,  ""46-50"":  16,  ""51-55"":  12,  ""56-60"":  7,  ""61-65"":  3,  ""66-70"":  3,  ""71+"":  3},  ""F"":  {""18-20"":  51,  ""21-25"":  22,  ""26-30"":  16,  ""31-35"":  12,  ""36-40"":  13,  ""41-45"":  18,  ""46-50"":  16,  ""51-55"":  14,  ""56-60"":  10,  ""61-65"":  3,  ""66-70"":  1,  ""71+"":  2}}"
1482,H22,2016,2015,Choi  Wan  South,彩雲南,1775,"{""M"":  {""18-20"":  121,  ""21-25"":  300,  ""26-30"":  253,  ""31-35"":  217,  ""36-40"":  258,  ""41-45"":  251,  ""46-50"":  226,  ""51-55"":  298,  ""56-60"":  340,  ""61-65"":  313,  ""66-70"":  307,  ""71+"":  689},  ""F"":  {""18-20"":  115,  ""21-25"":  281,  ""26-30"":  247,  ""31-35"":  178,  ""36-40"":  239,  ""41-45"":  231,  ""46-50"":  247,  ""51-55"":  375,  ""56-60"":  389,  ""61-65"":  442,  ""66-70"":  384,  ""71+"":  772}}","{""M"":  {""18-20"":  41,  ""21-25"":  11,  ""26-30"":  18,  ""31-35"":  12,  ""36-40"":  9,  ""41-45"":  13,  ""46-50"":  12,  ""51-55"":  15,  ""56-60"":  8,  ""61-65"":  7,  ""66-70"":  6,  ""71+"":  10},  ""F"":  {""18-20"":  36,  ""21-25"":  17,  ""26-30"":  20,  ""31-35"":  12,  ""36-40"":  12,  ""41-45"":  11,  ""46-50"":  9,  ""51-55"":  11,  ""56-60"":  8,  ""61-65"":  8,  ""66-70"":  4,  ""71+"":  9}}"
1483,H23,2016,2015,Choi  Wan  West,彩雲西,1776,"{""M"":  {""18-20"":  122,  ""21-25"":  365,  ""26-30"":  306,  ""31-35"":  257,  ""36-40"":  307,  ""41-45"":  271,  ""46-50"":  264,  ""51-55"":  410,  ""56-60"":  437,  ""61-65"":  359,  ""66-70"":  313,  ""71+"":  756},  ""F"":  {""18-20"":  125,  ""21-25"":  371,  ""26-30"":  274,  ""31-35"":  224,  ""36-40"":  287,  ""41-45"":  289,  ""46-50"":  328,  ""51-55"":  453,  ""56-60"":  521,  ""61-65"":  480,  ""66-70"":  381,  ""71+"":  821}}","{""M"":  {""18-20"":  39,  ""21-25"":  20,  ""26-30"":  15,  ""31-35"":  11,  ""36-40"":  13,  ""41-45"":  8,  ""46-50"":  15,  ""51-55"":  12,  ""56-60"":  7,  ""61-65"":  5,  ""66-70"":  1,  ""71+"":  3},  ""F"":  {""18-20"":  34,  ""21-25"":  20,  ""26-30"":  20,  ""31-35"":  10,  ""36-40"":  21,  ""41-45"":  13,  ""46-50"":  26,  ""51-55"":  22,  ""56-60"":  11,  ""61-65"":  11,  ""66-70"":  9,  ""71+"":  12}}"
1484,H24,2016,2015,Chi  Choi,池彩,1777,"{""M"":  {""18-20"":  125,  ""21-25"":  280,  ""26-30"":  242,  ""31-35"":  358,  ""36-40"":  376,  ""41-45"":  374,  ""46-50"":  333,  ""51-55"":  514,  ""56-60"":  482,  ""61-65"":  315,  ""66-70"":  230,  ""71+"":  556},  ""F"":  {""18-20"":  121,  ""21-25"":  277,  ""26-30"":  233,  ""31-35"":  366,  ""36-40"":  410,  ""41-45"":  391,  ""46-50"":  388,  ""51-55"":  546,  ""56-60"":  460,  ""61-65"":  350,  ""66-70"":  272,  ""71+"":  769}}","{""M"":  {""18-20"":  43,  ""21-25"":  17,  ""26-30"":  17,  ""31-35"":  13,  ""36-40"":  16,  ""41-45"":  12,  ""46-50"":  6,  ""51-55"":  15,  ""56-60"":  10,  ""61-65"":  3,  ""66-70"":  4,  ""71+"":  2},  ""F"":  {""18-20"":  43,  ""21-25"":  21,  ""26-30"":  16,  ""31-35"":  16,  ""36-40"":  23,  ""41-45"":  23,  ""46-50"":  14,  ""51-55"":  7,  ""56-60"":  5,  ""61-65"":  6,  ""66-70"":  1,  ""71+"":  4}}"
1485,H25,2016,2015,Choi  Hung,彩虹,1778,"{""M"":  {""18-20"":  147,  ""21-25"":  345,  ""26-30"":  343,  ""31-35"":  225,  ""36-40"":  179,  ""41-45"":  191,  ""46-50"":  242,  ""51-55"":  424,  ""56-60"":  475,  ""61-65"":  360,  ""66-70"":  334,  ""71+"":  995},  ""F"":  {""18-20"":  127,  ""21-25"":  353,  ""26-30"":  289,  ""31-35"":  205,  ""36-40"":  205,  ""41-45"":  261,  ""46-50"":  352,  ""51-55"":  510,  ""56-60"":  542,  ""61-65"":  461,  ""66-70"":  379,  ""71+"":  1356}}","{""M"":  {""18-20"":  62,  ""21-25"":  24,  ""26-30"":  25,  ""31-35"":  16,  ""36-40"":  11,  ""41-45"":  7,  ""46-50"":  20,  ""51-55"":  14,  ""56-60"":  9,  ""61-65"":  13,  ""66-70"":  4,  ""71+"":  5},  ""F"":  {""18-20"":  46,  ""21-25"":  23,  ""26-30"":  15,  ""31-35"":  15,  ""36-40"":  17,  ""41-45"":  19,  ""46-50"":  25,  ""51-55"":  18,  ""56-60"":  11,  ""61-65"":  9,  ""66-70"":  10,  ""71+"":  10}}"
1486,J01,2016,2015,Kwun  Tong  Central,觀塘中心,1779,"{""M"":  {""18-20"":  109,  ""21-25"":  248,  ""26-30"":  266,  ""31-35"":  310,  ""36-40"":  281,  ""41-45"":  277,  ""46-50"":  299,  ""51-55"":  367,  ""56-60"":  372,  ""61-65"":  327,  ""66-70"":  280,  ""71+"":  570},  ""F"":  {""18-20"":  110,  ""21-25"":  258,  ""26-30"":  256,  ""31-35"":  275,  ""36-40"":  249,  ""41-45"":  262,  ""46-50"":  316,  ""51-55"":  376,  ""56-60"":  440,  ""61-65"":  342,  ""66-70"":  285,  ""71+"":  604}}","{""M"":  {""18-20"":  45,  ""21-25"":  11,  ""26-30"":  15,  ""31-35"":  15,  ""36-40"":  8,  ""41-45"":  12,  ""46-50"":  10,  ""51-55"":  7,  ""56-60"":  8,  ""61-65"":  11,  ""66-70"":  3,  ""71+"":  2},  ""F"":  {""18-20"":  27,  ""21-25"":  16,  ""26-30"":  14,  ""31-35"":  14,  ""36-40"":  4,  ""41-45"":  13,  ""46-50"":  9,  ""51-55"":  11,  ""56-60"":  8,  ""61-65"":  11,  ""66-70"":  2,  ""71+"":  6}}"
1487,J02,2016,2015,Kowloon  Bay,九龍灣,1780,"{""M"":  {""18-20"":  99,  ""21-25"":  236,  ""26-30"":  169,  ""31-35"":  243,  ""36-40"":  368,  ""41-45"":  453,  ""46-50"":  341,  ""51-55"":  427,  ""56-60"":  376,  ""61-65"":  261,  ""66-70"":  191,  ""71+"":  306},  ""F"":  {""18-20"":  144,  ""21-25"":  192,  ""26-30"":  199,  ""31-35"":  249,  ""36-40"":  398,  ""41-45"":  436,  ""46-50"":  383,  ""51-55"":  470,  ""56-60"":  336,  ""61-65"":  264,  ""66-70"":  187,  ""71+"":  279}}","{""M"":  {""18-20"":  51,  ""21-25"":  8,  ""26-30"":  14,  ""31-35"":  19,  ""36-40"":  14,  ""41-45"":  12,  ""46-50"":  18,  ""51-55"":  9,  ""56-60"":  5,  ""61-65"":  2,  ""66-70"":  1,  ""71+"":  4},  ""F"":  {""18-20"":  42,  ""21-25"":  18,  ""26-30"":  10,  ""31-35"":  14,  ""36-40"":  25,  ""41-45"":  13,  ""46-50"":  12,  ""51-55"":  10,  ""56-60"":  7,  ""61-65"":  3,  ""66-70"":  2,  ""71+"":  3}}"
1488,J03,2016,2015,Kai  Yip,啓業,1781,"{""M"":  {""18-20"":  77,  ""21-25"":  215,  ""26-30"":  227,  ""31-35"":  286,  ""36-40"":  312,  ""41-45"":  227,  ""46-50"":  217,  ""51-55"":  303,  ""56-60"":  386,  ""61-65"":  388,  ""66-70"":  354,  ""71+"":  940},  ""F"":  {""18-20"":  92,  ""21-25"":  213,  ""26-30"":  202,  ""31-35"":  255,  ""36-40"":  268,  ""41-45"":  257,  ""46-50"":  261,  ""51-55"":  399,  ""56-60"":  476,  ""61-65"":  498,  ""66-70"":  469,  ""71+"":  1033}}","{""M"":  {""18-20"":  28,  ""21-25"":  12,  ""26-30"":  23,  ""31-35"":  16,  ""36-40"":  15,  ""41-45"":  12,  ""46-50"":  7,  ""51-55"":  9,  ""56-60"":  5,  ""61-65"":  8,  ""66-70"":  10,  ""71+"":  12},  ""F"":  {""18-20"":  37,  ""21-25"":  11,  ""26-30"":  17,  ""31-35"":  11,  ""36-40"":  11,  ""41-45"":  12,  ""46-50"":  11,  ""51-55"":  12,  ""56-60"":  7,  ""61-65"":  11,  ""66-70"":  8,  ""71+"":  12}}"
1489,J04,2016,2015,Lai  Ching,麗晶,1782,"{""M"":  {""18-20"":  118,  ""21-25"":  268,  ""26-30"":  405,  ""31-35"":  451,  ""36-40"":  307,  ""41-45"":  291,  ""46-50"":  310,  ""51-55"":  471,  ""56-60"":  728,  ""61-65"":  647,  ""66-70"":  389,  ""71+"":  590},  ""F"":  {""18-20"":  104,  ""21-25"":  271,  ""26-30"":  374,  ""31-35"":  425,  ""36-40"":  309,  ""41-45"":  342,  ""46-50"":  336,  ""51-55"":  648,  ""56-60"":  919,  ""61-65"":  556,  ""66-70"":  360,  ""71+"":  701}}","{""M"":  {""18-20"":  38,  ""21-25"":  7,  ""26-30"":  27,  ""31-35"":  17,  ""36-40"":  17,  ""41-45"":  5,  ""46-50"":  6,  ""51-55"":  10,  ""56-60"":  6,  ""61-65"":  4,  ""66-70"":  2,  ""71+"":  2},  ""F"":  {""18-20"":  33,  ""21-25"":  10,  ""26-30"":  15,  ""31-35"":  19,  ""36-40"":  15,  ""41-45"":  9,  ""46-50"":  5,  ""51-55"":  9,  ""56-60"":  3,  ""61-65"":  5,  ""66-70"":  1,  ""71+"":  0}}"
1490,J05,2016,2015,Ping  Shek,坪石,1783,"{""M"":  {""18-20"":  101,  ""21-25"":  306,  ""26-30"":  200,  ""31-35"":  222,  ""36-40"":  205,  ""41-45"":  213,  ""46-50"":  297,  ""51-55"":  319,  ""56-60"":  324,  ""61-65"":  296,  ""66-70"":  274,  ""71+"":  979},  ""F"":  {""18-20"":  107,  ""21-25"":  283,  ""26-30"":  188,  ""31-35"":  175,  ""36-40"":  176,  ""41-45"":  216,  ""46-50"":  294,  ""51-55"":  361,  ""56-60"":  394,  ""61-65"":  355,  ""66-70"":  362,  ""71+"":  1300}}","{""M"":  {""18-20"":  37,  ""21-25"":  24,  ""26-30"":  16,  ""31-35"":  8,  ""36-40"":  7,  ""41-45"":  8,  ""46-50"":  10,  ""51-55"":  13,  ""56-60"":  11,  ""61-65"":  6,  ""66-70"":  3,  ""71+"":  2},  ""F"":  {""18-20"":  37,  ""21-25"":  18,  ""26-30"":  11,  ""31-35"":  9,  ""36-40"":  9,  ""41-45"":  19,  ""46-50"":  17,  ""51-55"":  18,  ""56-60"":  10,  ""61-65"":  6,  ""66-70"":  3,  ""71+"":  4}}"
1491,J06,2016,2015,Sheung  Choi,雙彩,1784,"{""M"":  {""18-20"":  187,  ""21-25"":  333,  ""26-30"":  258,  ""31-35"":  154,  ""36-40"":  226,  ""41-45"":  301,  ""46-50"":  353,  ""51-55"":  435,  ""56-60"":  452,  ""61-65"":  352,  ""66-70"":  397,  ""71+"":  744},  ""F"":  {""18-20"":  179,  ""21-25"":  333,  ""26-30"":  238,  ""31-35"":  207,  ""36-40"":  288,  ""41-45"":  442,  ""46-50"":  474,  ""51-55"":  458,  ""56-60"":  406,  ""61-65"":  382,  ""66-70"":  423,  ""71+"":  706}}","{""M"":  {""18-20"":  74,  ""21-25"":  24,  ""26-30"":  28,  ""31-35"":  6,  ""36-40"":  8,  ""41-45"":  12,  ""46-50"":  18,  ""51-55"":  22,  ""56-60"":  20,  ""61-65"":  15,  ""66-70"":  24,  ""71+"":  11},  ""F"":  {""18-20"":  60,  ""21-25"":  34,  ""26-30"":  26,  ""31-35"":  15,  ""36-40"":  30,  ""41-45"":  35,  ""46-50"":  41,  ""51-55"":  32,  ""56-60"":  20,  ""61-65"":  21,  ""66-70"":  16,  ""71+"":  11}}"
1492,J07,2016,2015,Jordan  Valley,佐敦谷,1785,"{""M"":  {""18-20"":  198,  ""21-25"":  365,  ""26-30"":  267,  ""31-35"":  264,  ""36-40"":  272,  ""41-45"":  387,  ""46-50"":  484,  ""51-55"":  537,  ""56-60"":  519,  ""61-65"":  375,  ""66-70"":  347,  ""71+"":  763},  ""F"":  {""18-20"":  209,  ""21-25"":  328,  ""26-30"":  242,  ""31-35"":  222,  ""36-40"":  313,  ""41-45"":  517,  ""46-50"":  515,  ""51-55"":  505,  ""56-60"":  459,  ""61-65"":  351,  ""66-70"":  342,  ""71+"":  831}}","{""M"":  {""18-20"":  72,  ""21-25"":  35,  ""26-30"":  19,  ""31-35"":  16,  ""36-40"":  6,  ""41-45"":  20,  ""46-50"":  25,  ""51-55"":  42,  ""56-60"":  20,  ""61-65"":  16,  ""66-70"":  8,  ""71+"":  10},  ""F"":  {""18-20"":  76,  ""21-25"":  39,  ""26-30"":  11,  ""31-35"":  13,  ""36-40"":  47,  ""41-45"":  63,  ""46-50"":  46,  ""51-55"":  31,  ""56-60"":  23,  ""61-65"":  18,  ""66-70"":  18,  ""71+"":  18}}"
1493,J08,2016,2015,Shun  Tin,順天,1786,"{""M"":  {""18-20"":  162,  ""21-25"":  385,  ""26-30"":  321,  ""31-35"":  401,  ""36-40"":  410,  ""41-45"":  356,  ""46-50"":  346,  ""51-55"":  470,  ""56-60"":  531,  ""61-65"":  519,  ""66-70"":  535,  ""71+"":  1245},  ""F"":  {""18-20"":  159,  ""21-25"":  342,  ""26-30"":  294,  ""31-35"":  306,  ""36-40"":  332,  ""41-45"":  320,  ""46-50"":  340,  ""51-55"":  499,  ""56-60"":  602,  ""61-65"":  761,  ""66-70"":  670,  ""71+"":  1304}}","{""M"":  {""18-20"":  59,  ""21-25"":  23,  ""26-30"":  23,  ""31-35"":  15,  ""36-40"":  12,  ""41-45"":  13,  ""46-50"":  10,  ""51-55"":  18,  ""56-60"":  13,  ""61-65"":  10,  ""66-70"":  14,  ""71+"":  19},  ""F"":  {""18-20"":  69,  ""21-25"":  14,  ""26-30"":  15,  ""31-35"":  11,  ""36-40"":  21,  ""41-45"":  22,  ""46-50"":  19,  ""51-55"":  14,  ""56-60"":  18,  ""61-65"":  22,  ""66-70"":  16,  ""71+"":  16}}"
1494,J09,2016,2015,Sheung  Shun,雙順,1787,"{""M"":  {""18-20"":  180,  ""21-25"":  340,  ""26-30"":  234,  ""31-35"":  229,  ""36-40"":  497,  ""41-45"":  684,  ""46-50"":  698,  ""51-55"":  645,  ""56-60"":  340,  ""61-65"":  287,  ""66-70"":  248,  ""71+"":  709},  ""F"":  {""18-20"":  183,  ""21-25"":  301,  ""26-30"":  207,  ""31-35"":  271,  ""36-40"":  472,  ""41-45"":  688,  ""46-50"":  575,  ""51-55"":  508,  ""56-60"":  336,  ""61-65"":  381,  ""66-70"":  384,  ""71+"":  798}}","{""M"":  {""18-20"":  64,  ""21-25"":  28,  ""26-30"":  15,  ""31-35"":  5,  ""36-40"":  23,  ""41-45"":  12,  ""46-50"":  11,  ""51-55"":  16,  ""56-60"":  4,  ""61-65"":  3,  ""66-70"":  1,  ""71+"":  1},  ""F"":  {""18-20"":  62,  ""21-25"":  13,  ""26-30"":  5,  ""31-35"":  14,  ""36-40"":  9,  ""41-45"":  17,  ""46-50"":  12,  ""51-55"":  10,  ""56-60"":  4,  ""61-65"":  7,  ""66-70"":  3,  ""71+"":  4}}"
