id,cacode,data_year,election_year,name_en,name_zh,constituency_id,voters,new_voters
164,H14,2019,2019,Chuk Yuen South,竹園南,2202,"{""M"": {""18-20"": 121, ""21-25"": 279, ""26-30"": 335, ""31-35"": 292, ""36-40"": 308, ""41-45"": 200, ""46-50"": 227, ""51-55"": 289, ""56-60"": 399, ""61-65"": 440, ""66-70"": 434, ""71+"": 894}, ""F"": {""18-20"": 134, ""21-25"": 301, ""26-30"": 310, ""31-35"": 238, ""36-40"": 289, ""41-45"": 283, ""46-50"": 316, ""51-55"": 383, ""56-60"": 566, ""61-65"": 623, ""66-70"": 509, ""71+"": 1130}}","{""M"": {""18-20"": 67, ""21-25"": 57, ""26-30"": 41, ""31-35"": 49, ""36-40"": 42, ""41-45"": 23, ""46-50"": 26, ""51-55"": 38, ""56-60"": 29, ""61-65"": 25, ""66-70"": 20, ""71+"": 15}, ""F"": {""18-20"": 73, ""21-25"": 69, ""26-30"": 40, ""31-35"": 49, ""36-40"": 54, ""41-45"": 63, ""46-50"": 63, ""51-55"": 69, ""56-60"": 50, ""61-65"": 58, ""66-70"": 26, ""71+"": 32}}"
165,H15,2019,2019,Chuk Yuen North,竹園北,2203,"{""M"": {""18-20"": 119, ""21-25"": 256, ""26-30"": 265, ""31-35"": 386, ""36-40"": 423, ""41-45"": 406, ""46-50"": 465, ""51-55"": 521, ""56-60"": 560, ""61-65"": 529, ""66-70"": 407, ""71+"": 961}, ""F"": {""18-20"": 125, ""21-25"": 233, ""26-30"": 329, ""31-35"": 352, ""36-40"": 445, ""41-45"": 411, ""46-50"": 476, ""51-55"": 506, ""56-60"": 647, ""61-65"": 658, ""66-70"": 429, ""71+"": 1413}}","{""M"": {""18-20"": 62, ""21-25"": 36, ""26-30"": 25, ""31-35"": 56, ""36-40"": 32, ""41-45"": 29, ""46-50"": 21, ""51-55"": 18, ""56-60"": 11, ""61-65"": 9, ""66-70"": 2, ""71+"": 3}, ""F"": {""18-20"": 66, ""21-25"": 50, ""26-30"": 40, ""31-35"": 48, ""36-40"": 43, ""41-45"": 29, ""46-50"": 33, ""51-55"": 21, ""56-60"": 16, ""61-65"": 10, ""66-70"": 7, ""71+"": 12}}"
166,H16,2019,2019,Tsz Wan West,慈雲西,2204,"{""M"": {""18-20"": 183, ""21-25"": 564, ""26-30"": 693, ""31-35"": 436, ""36-40"": 275, ""41-45"": 231, ""46-50"": 326, ""51-55"": 406, ""56-60"": 655, ""61-65"": 647, ""66-70"": 522, ""71+"": 936}, ""F"": {""18-20"": 161, ""21-25"": 583, ""26-30"": 660, ""31-35"": 416, ""36-40"": 300, ""41-45"": 274, ""46-50"": 435, ""51-55"": 620, ""56-60"": 790, ""61-65"": 691, ""66-70"": 475, ""71+"": 1062}}","{""M"": {""18-20"": 90, ""21-25"": 87, ""26-30"": 60, ""31-35"": 63, ""36-40"": 32, ""41-45"": 21, ""46-50"": 29, ""51-55"": 15, ""56-60"": 19, ""61-65"": 17, ""66-70"": 14, ""71+"": 12}, ""F"": {""18-20"": 93, ""21-25"": 96, ""26-30"": 71, ""31-35"": 82, ""36-40"": 47, ""41-45"": 41, ""46-50"": 45, ""51-55"": 41, ""56-60"": 34, ""61-65"": 27, ""66-70"": 9, ""71+"": 11}}"
167,H17,2019,2019,Ching Oi,正愛,2205,"{""M"": {""18-20"": 229, ""21-25"": 572, ""26-30"": 489, ""31-35"": 314, ""36-40"": 319, ""41-45"": 431, ""46-50"": 559, ""51-55"": 787, ""56-60"": 794, ""61-65"": 564, ""66-70"": 396, ""71+"": 683}, ""F"": {""18-20"": 225, ""21-25"": 496, ""26-30"": 490, ""31-35"": 327, ""36-40"": 401, ""41-45"": 524, ""46-50"": 805, ""51-55"": 893, ""56-60"": 744, ""61-65"": 549, ""66-70"": 428, ""71+"": 845}}","{""M"": {""18-20"": 110, ""21-25"": 81, ""26-30"": 45, ""31-35"": 48, ""36-40"": 27, ""41-45"": 43, ""46-50"": 48, ""51-55"": 43, ""56-60"": 25, ""61-65"": 25, ""66-70"": 17, ""71+"": 33}, ""F"": {""18-20"": 110, ""21-25"": 76, ""26-30"": 64, ""31-35"": 56, ""36-40"": 53, ""41-45"": 66, ""46-50"": 67, ""51-55"": 64, ""56-60"": 38, ""61-65"": 25, ""66-70"": 21, ""71+"": 42}}"
168,H18,2019,2019,Ching On,正安,2206,"{""M"": {""18-20"": 183, ""21-25"": 662, ""26-30"": 701, ""31-35"": 389, ""36-40"": 279, ""41-45"": 221, ""46-50"": 284, ""51-55"": 457, ""56-60"": 697, ""61-65"": 601, ""66-70"": 463, ""71+"": 991}, ""F"": {""18-20"": 172, ""21-25"": 562, ""26-30"": 703, ""31-35"": 347, ""36-40"": 233, ""41-45"": 242, ""46-50"": 423, ""51-55"": 666, ""56-60"": 725, ""61-65"": 598, ""66-70"": 447, ""71+"": 1026}}","{""M"": {""18-20"": 85, ""21-25"": 91, ""26-30"": 54, ""31-35"": 52, ""36-40"": 30, ""41-45"": 23, ""46-50"": 22, ""51-55"": 27, ""56-60"": 15, ""61-65"": 20, ""66-70"": 16, ""71+"": 20}, ""F"": {""18-20"": 86, ""21-25"": 96, ""26-30"": 85, ""31-35"": 58, ""36-40"": 28, ""41-45"": 25, ""46-50"": 35, ""51-55"": 54, ""56-60"": 46, ""61-65"": 32, ""66-70"": 22, ""71+"": 28}}"
169,H19,2019,2019,Tsz Wan East,慈雲東,2207,"{""M"": {""18-20"": 224, ""21-25"": 560, ""26-30"": 610, ""31-35"": 452, ""36-40"": 331, ""41-45"": 263, ""46-50"": 269, ""51-55"": 433, ""56-60"": 578, ""61-65"": 577, ""66-70"": 420, ""71+"": 724}, ""F"": {""18-20"": 195, ""21-25"": 547, ""26-30"": 574, ""31-35"": 401, ""36-40"": 340, ""41-45"": 346, ""46-50"": 413, ""51-55"": 598, ""56-60"": 714, ""61-65"": 619, ""66-70"": 433, ""71+"": 812}}","{""M"": {""18-20"": 113, ""21-25"": 83, ""26-30"": 59, ""31-35"": 53, ""36-40"": 39, ""41-45"": 23, ""46-50"": 28, ""51-55"": 28, ""56-60"": 17, ""61-65"": 18, ""66-70"": 19, ""71+"": 12}, ""F"": {""18-20"": 118, ""21-25"": 96, ""26-30"": 54, ""31-35"": 60, ""36-40"": 44, ""41-45"": 40, ""46-50"": 39, ""51-55"": 37, ""56-60"": 41, ""61-65"": 26, ""66-70"": 25, ""71+"": 21}}"
170,H20,2019,2019,King Fu,瓊富,2208,"{""M"": {""18-20"": 144, ""21-25"": 373, ""26-30"": 390, ""31-35"": 353, ""36-40"": 422, ""41-45"": 448, ""46-50"": 512, ""51-55"": 597, ""56-60"": 690, ""61-65"": 639, ""66-70"": 548, ""71+"": 1072}, ""F"": {""18-20"": 159, ""21-25"": 374, ""26-30"": 379, ""31-35"": 345, ""36-40"": 445, ""41-45"": 503, ""46-50"": 587, ""51-55"": 699, ""56-60"": 729, ""61-65"": 679, ""66-70"": 584, ""71+"": 1342}}","{""M"": {""18-20"": 83, ""21-25"": 55, ""26-30"": 45, ""31-35"": 53, ""36-40"": 34, ""41-45"": 30, ""46-50"": 37, ""51-55"": 24, ""56-60"": 17, ""61-65"": 11, ""66-70"": 13, ""71+"": 8}, ""F"": {""18-20"": 84, ""21-25"": 57, ""26-30"": 34, ""31-35"": 63, ""36-40"": 52, ""41-45"": 47, ""46-50"": 43, ""51-55"": 47, ""56-60"": 25, ""61-65"": 17, ""66-70"": 10, ""71+"": 24}}"
171,H21,2019,2019,Choi Wan East,彩雲東,2209,"{""M"": {""18-20"": 136, ""21-25"": 288, ""26-30"": 325, ""31-35"": 249, ""36-40"": 216, ""41-45"": 290, ""46-50"": 359, ""51-55"": 429, ""56-60"": 436, ""61-65"": 341, ""66-70"": 227, ""71+"": 402}, ""F"": {""18-20"": 114, ""21-25"": 323, ""26-30"": 327, ""31-35"": 215, ""36-40"": 234, ""41-45"": 349, ""46-50"": 486, ""51-55"": 430, ""56-60"": 422, ""61-65"": 329, ""66-70"": 268, ""71+"": 433}}","{""M"": {""18-20"": 62, ""21-25"": 44, ""26-30"": 18, ""31-35"": 39, ""36-40"": 29, ""41-45"": 21, ""46-50"": 27, ""51-55"": 39, ""56-60"": 24, ""61-65"": 14, ""66-70"": 12, ""71+"": 15}, ""F"": {""18-20"": 61, ""21-25"": 56, ""26-30"": 35, ""31-35"": 47, ""36-40"": 37, ""41-45"": 40, ""46-50"": 52, ""51-55"": 35, ""56-60"": 24, ""61-65"": 15, ""66-70"": 8, ""71+"": 9}}"
172,H22,2019,2019,Choi Wan South,彩雲南,2210,"{""M"": {""18-20"": 96, ""21-25"": 288, ""26-30"": 348, ""31-35"": 238, ""36-40"": 244, ""41-45"": 288, ""46-50"": 227, ""51-55"": 269, ""56-60"": 370, ""61-65"": 337, ""66-70"": 315, ""71+"": 736}, ""F"": {""18-20"": 93, ""21-25"": 285, ""26-30"": 321, ""31-35"": 230, ""36-40"": 244, ""41-45"": 300, ""46-50"": 287, ""51-55"": 381, ""56-60"": 410, ""61-65"": 467, ""66-70"": 431, ""71+"": 905}}","{""M"": {""18-20"": 51, ""21-25"": 46, ""26-30"": 35, ""31-35"": 38, ""36-40"": 26, ""41-45"": 26, ""46-50"": 25, ""51-55"": 36, ""56-60"": 30, ""61-65"": 24, ""66-70"": 22, ""71+"": 30}, ""F"": {""18-20"": 55, ""21-25"": 51, ""26-30"": 39, ""31-35"": 45, ""36-40"": 48, ""41-45"": 54, ""46-50"": 59, ""51-55"": 57, ""56-60"": 42, ""61-65"": 29, ""66-70"": 22, ""71+"": 29}}"
173,H23,2019,2019,Choi Wan West,彩雲西,2211,"{""M"": {""18-20"": 108, ""21-25"": 304, ""26-30"": 414, ""31-35"": 293, ""36-40"": 257, ""41-45"": 288, ""46-50"": 243, ""51-55"": 348, ""56-60"": 451, ""61-65"": 426, ""66-70"": 318, ""71+"": 799}, ""F"": {""18-20"": 89, ""21-25"": 315, ""26-30"": 417, ""31-35"": 253, ""36-40"": 267, ""41-45"": 322, ""46-50"": 335, ""51-55"": 437, ""56-60"": 486, ""61-65"": 546, ""66-70"": 466, ""71+"": 917}}","{""M"": {""18-20"": 53, ""21-25"": 45, ""26-30"": 38, ""31-35"": 38, ""36-40"": 23, ""41-45"": 18, ""46-50"": 13, ""51-55"": 26, ""56-60"": 21, ""61-65"": 28, ""66-70"": 10, ""71+"": 10}, ""F"": {""18-20"": 41, ""21-25"": 52, ""26-30"": 52, ""31-35"": 50, ""36-40"": 46, ""41-45"": 32, ""46-50"": 49, ""51-55"": 41, ""56-60"": 44, ""61-65"": 19, ""66-70"": 9, ""71+"": 14}}"
174,H24,2019,2019,Chi Choi,池彩,2212,"{""M"": {""18-20"": 99, ""21-25"": 285, ""26-30"": 300, ""31-35"": 288, ""36-40"": 439, ""41-45"": 426, ""46-50"": 350, ""51-55"": 435, ""56-60"": 529, ""61-65"": 380, ""66-70"": 314, ""71+"": 601}, ""F"": {""18-20"": 102, ""21-25"": 268, ""26-30"": 310, ""31-35"": 310, ""36-40"": 508, ""41-45"": 454, ""46-50"": 417, ""51-55"": 486, ""56-60"": 529, ""61-65"": 446, ""66-70"": 336, ""71+"": 851}}","{""M"": {""18-20"": 48, ""21-25"": 49, ""26-30"": 29, ""31-35"": 33, ""36-40"": 40, ""41-45"": 34, ""46-50"": 31, ""51-55"": 36, ""56-60"": 21, ""61-65"": 19, ""66-70"": 14, ""71+"": 11}, ""F"": {""18-20"": 53, ""21-25"": 57, ""26-30"": 29, ""31-35"": 45, ""36-40"": 71, ""41-45"": 56, ""46-50"": 47, ""51-55"": 50, ""56-60"": 27, ""61-65"": 31, ""66-70"": 17, ""71+"": 15}}"
175,H25,2019,2019,Choi Hung,彩虹,2213,"{""M"": {""18-20"": 133, ""21-25"": 345, ""26-30"": 428, ""31-35"": 309, ""36-40"": 214, ""41-45"": 194, ""46-50"": 224, ""51-55"": 333, ""56-60"": 496, ""61-65"": 443, ""66-70"": 363, ""71+"": 957}, ""F"": {""18-20"": 152, ""21-25"": 329, ""26-30"": 422, ""31-35"": 266, ""36-40"": 254, ""41-45"": 269, ""46-50"": 384, ""51-55"": 490, ""56-60"": 582, ""61-65"": 565, ""66-70"": 483, ""71+"": 1358}}","{""M"": {""18-20"": 72, ""21-25"": 55, ""26-30"": 51, ""31-35"": 52, ""36-40"": 30, ""41-45"": 24, ""46-50"": 33, ""51-55"": 44, ""56-60"": 37, ""61-65"": 32, ""66-70"": 25, ""71+"": 19}, ""F"": {""18-20"": 76, ""21-25"": 63, ""26-30"": 72, ""31-35"": 50, ""36-40"": 63, ""41-45"": 51, ""46-50"": 71, ""51-55"": 71, ""56-60"": 58, ""61-65"": 35, ""66-70"": 42, ""71+"": 16}}"
176,J01,2019,2019,Kwun Tong Central,觀塘中心,2214,"{""M"": {""18-20"": 87, ""21-25"": 226, ""26-30"": 288, ""31-35"": 314, ""36-40"": 319, ""41-45"": 277, ""46-50"": 288, ""51-55"": 318, ""56-60"": 371, ""61-65"": 333, ""66-70"": 311, ""71+"": 589}, ""F"": {""18-20"": 83, ""21-25"": 234, ""26-30"": 335, ""31-35"": 283, ""36-40"": 298, ""41-45"": 284, ""46-50"": 288, ""51-55"": 334, ""56-60"": 402, ""61-65"": 404, ""66-70"": 319, ""71+"": 658}}","{""M"": {""18-20"": 45, ""21-25"": 45, ""26-30"": 34, ""31-35"": 43, ""36-40"": 40, ""41-45"": 31, ""46-50"": 33, ""51-55"": 21, ""56-60"": 11, ""61-65"": 7, ""66-70"": 12, ""71+"": 15}, ""F"": {""18-20"": 46, ""21-25"": 49, ""26-30"": 46, ""31-35"": 41, ""36-40"": 42, ""41-45"": 40, ""46-50"": 32, ""51-55"": 27, ""56-60"": 12, ""61-65"": 11, ""66-70"": 13, ""71+"": 11}}"
177,J02,2019,2019,Kowloon Bay,九龍灣,2215,"{""M"": {""18-20"": 99, ""21-25"": 221, ""26-30"": 234, ""31-35"": 221, ""36-40"": 341, ""41-45"": 457, ""46-50"": 416, ""51-55"": 371, ""56-60"": 403, ""61-65"": 307, ""66-70"": 228, ""71+"": 360}, ""F"": {""18-20"": 103, ""21-25"": 254, ""26-30"": 218, ""31-35"": 256, ""36-40"": 363, ""41-45"": 459, ""46-50"": 420, ""51-55"": 390, ""56-60"": 416, ""61-65"": 304, ""66-70"": 242, ""71+"": 351}}","{""M"": {""18-20"": 53, ""21-25"": 34, ""26-30"": 28, ""31-35"": 36, ""36-40"": 25, ""41-45"": 30, ""46-50"": 23, ""51-55"": 32, ""56-60"": 13, ""61-65"": 8, ""66-70"": 4, ""71+"": 2}, ""F"": {""18-20"": 54, ""21-25"": 34, ""26-30"": 35, ""31-35"": 35, ""36-40"": 38, ""41-45"": 47, ""46-50"": 28, ""51-55"": 23, ""56-60"": 13, ""61-65"": 8, ""66-70"": 5, ""71+"": 2}}"
178,J03,2019,2019,Kai Yip,啟業,2216,"{""M"": {""18-20"": 154, ""21-25"": 314, ""26-30"": 401, ""31-35"": 356, ""36-40"": 362, ""41-45"": 361, ""46-50"": 300, ""51-55"": 379, ""56-60"": 501, ""61-65"": 531, ""66-70"": 517, ""71+"": 1231}, ""F"": {""18-20"": 141, ""21-25"": 356, ""26-30"": 350, ""31-35"": 335, ""36-40"": 368, ""41-45"": 435, ""46-50"": 491, ""51-55"": 520, ""56-60"": 633, ""61-65"": 684, ""66-70"": 584, ""71+"": 1448}}","{""M"": {""18-20"": 76, ""21-25"": 53, ""26-30"": 49, ""31-35"": 47, ""36-40"": 36, ""41-45"": 25, ""46-50"": 30, ""51-55"": 32, ""56-60"": 26, ""61-65"": 35, ""66-70"": 11, ""71+"": 11}, ""F"": {""18-20"": 84, ""21-25"": 57, ""26-30"": 49, ""31-35"": 62, ""36-40"": 54, ""41-45"": 59, ""46-50"": 58, ""51-55"": 56, ""56-60"": 39, ""61-65"": 32, ""66-70"": 21, ""71+"": 18}}"
179,J04,2019,2019,Lai Ching,麗晶,2217,"{""M"": {""18-20"": 94, ""21-25"": 233, ""26-30"": 391, ""31-35"": 449, ""36-40"": 450, ""41-45"": 296, ""46-50"": 315, ""51-55"": 339, ""56-60"": 547, ""61-65"": 761, ""66-70"": 516, ""71+"": 697}, ""F"": {""18-20"": 71, ""21-25"": 211, ""26-30"": 382, ""31-35"": 455, ""36-40"": 447, ""41-45"": 346, ""46-50"": 348, ""51-55"": 405, ""56-60"": 809, ""61-65"": 777, ""66-70"": 459, ""71+"": 800}}","{""M"": {""18-20"": 48, ""21-25"": 32, ""26-30"": 52, ""31-35"": 59, ""36-40"": 44, ""41-45"": 21, ""46-50"": 23, ""51-55"": 16, ""56-60"": 14, ""61-65"": 19, ""66-70"": 7, ""71+"": 4}, ""F"": {""18-20"": 40, ""21-25"": 39, ""26-30"": 33, ""31-35"": 62, ""36-40"": 47, ""41-45"": 43, ""46-50"": 28, ""51-55"": 17, ""56-60"": 22, ""61-65"": 8, ""66-70"": 4, ""71+"": 5}}"
180,J05,2019,2019,Ping Shek,坪石,2218,"{""M"": {""18-20"": 87, ""21-25"": 272, ""26-30"": 342, ""31-35"": 243, ""36-40"": 234, ""41-45"": 188, ""46-50"": 231, ""51-55"": 336, ""56-60"": 344, ""61-65"": 339, ""66-70"": 275, ""71+"": 959}, ""F"": {""18-20"": 91, ""21-25"": 249, ""26-30"": 327, ""31-35"": 216, ""36-40"": 193, ""41-45"": 236, ""46-50"": 260, ""51-55"": 371, ""56-60"": 399, ""61-65"": 382, ""66-70"": 354, ""71+"": 1352}}","{""M"": {""18-20"": 48, ""21-25"": 50, ""26-30"": 54, ""31-35"": 35, ""36-40"": 32, ""41-45"": 23, ""46-50"": 19, ""51-55"": 33, ""56-60"": 16, ""61-65"": 16, ""66-70"": 14, ""71+"": 13}, ""F"": {""18-20"": 47, ""21-25"": 51, ""26-30"": 49, ""31-35"": 49, ""36-40"": 44, ""41-45"": 34, ""46-50"": 41, ""51-55"": 41, ""56-60"": 30, ""61-65"": 11, ""66-70"": 22, ""71+"": 19}}"
181,J06,2019,2019,Choi Tak,彩德,2219,"{""M"": {""18-20"": 159, ""21-25"": 313, ""26-30"": 246, ""31-35"": 167, ""36-40"": 135, ""41-45"": 223, ""46-50"": 283, ""51-55"": 274, ""56-60"": 356, ""61-65"": 316, ""66-70"": 312, ""71+"": 602}, ""F"": {""18-20"": 131, ""21-25"": 298, ""26-30"": 278, ""31-35"": 154, ""36-40"": 232, ""41-45"": 335, ""46-50"": 403, ""51-55"": 393, ""56-60"": 357, ""61-65"": 268, ""66-70"": 363, ""71+"": 583}}","{""M"": {""18-20"": 86, ""21-25"": 57, ""26-30"": 31, ""31-35"": 36, ""36-40"": 24, ""41-45"": 22, ""46-50"": 39, ""51-55"": 30, ""56-60"": 34, ""61-65"": 32, ""66-70"": 18, ""71+"": 25}, ""F"": {""18-20"": 66, ""21-25"": 69, ""26-30"": 42, ""31-35"": 26, ""36-40"": 39, ""41-45"": 61, ""46-50"": 79, ""51-55"": 53, ""56-60"": 42, ""61-65"": 26, ""66-70"": 23, ""71+"": 19}}"
182,J07,2019,2019,Jordan Valley,佐敦谷,2220,"{""M"": {""18-20"": 225, ""21-25"": 416, ""26-30"": 396, ""31-35"": 271, ""36-40"": 280, ""41-45"": 312, ""46-50"": 449, ""51-55"": 547, ""56-60"": 545, ""61-65"": 460, ""66-70"": 353, ""71+"": 815}, ""F"": {""18-20"": 208, ""21-25"": 425, ""26-30"": 363, ""31-35"": 241, ""36-40"": 354, ""41-45"": 415, ""46-50"": 610, ""51-55"": 545, ""56-60"": 532, ""61-65"": 436, ""66-70"": 369, ""71+"": 943}}","{""M"": {""18-20"": 110, ""21-25"": 52, ""26-30"": 47, ""31-35"": 50, ""36-40"": 26, ""41-45"": 18, ""46-50"": 35, ""51-55"": 29, ""56-60"": 20, ""61-65"": 18, ""66-70"": 4, ""71+"": 14}, ""F"": {""18-20"": 116, ""21-25"": 76, ""26-30"": 60, ""31-35"": 42, ""36-40"": 58, ""41-45"": 41, ""46-50"": 64, ""51-55"": 41, ""56-60"": 21, ""61-65"": 9, ""66-70"": 13, ""71+"": 9}}"
183,J08,2019,2019,Shun Tin,順天,2221,"{""M"": {""18-20"": 138, ""21-25"": 368, ""26-30"": 437, ""31-35"": 331, ""36-40"": 423, ""41-45"": 404, ""46-50"": 387, ""51-55"": 393, ""56-60"": 528, ""61-65"": 508, ""66-70"": 554, ""71+"": 1280}, ""F"": {""18-20"": 142, ""21-25"": 357, ""26-30"": 408, ""31-35"": 289, ""36-40"": 346, ""41-45"": 368, ""46-50"": 368, ""51-55"": 470, ""56-60"": 563, ""61-65"": 719, ""66-70"": 766, ""71+"": 1523}}","{""M"": {""18-20"": 69, ""21-25"": 52, ""26-30"": 41, ""31-35"": 53, ""36-40"": 35, ""41-45"": 35, ""46-50"": 41, ""51-55"": 33, ""56-60"": 26, ""61-65"": 23, ""66-70"": 16, ""71+"": 27}, ""F"": {""18-20"": 73, ""21-25"": 78, ""26-30"": 46, ""31-35"": 52, ""36-40"": 54, ""41-45"": 46, ""46-50"": 63, ""51-55"": 65, ""56-60"": 39, ""61-65"": 34, ""66-70"": 18, ""71+"": 25}}"
184,J09,2019,2019,Sheung Shun,雙順,2222,"{""M"": {""18-20"": 216, ""21-25"": 374, ""26-30"": 320, ""31-35"": 232, ""36-40"": 408, ""41-45"": 634, ""46-50"": 743, ""51-55"": 666, ""56-60"": 429, ""61-65"": 302, ""66-70"": 260, ""71+"": 724}, ""F"": {""18-20"": 206, ""21-25"": 350, ""26-30"": 297, ""31-35"": 246, ""36-40"": 425, ""41-45"": 606, ""46-50"": 723, ""51-55"": 532, ""56-60"": 389, ""61-65"": 358, ""66-70"": 407, ""71+"": 912}}","{""M"": {""18-20"": 121, ""21-25"": 65, ""26-30"": 37, ""31-35"": 35, ""36-40"": 52, ""41-45"": 47, ""46-50"": 43, ""51-55"": 42, ""56-60"": 24, ""61-65"": 12, ""66-70"": 10, ""71+"": 3}, ""F"": {""18-20"": 109, ""21-25"": 57, ""26-30"": 38, ""31-35"": 38, ""36-40"": 66, ""41-45"": 63, ""46-50"": 61, ""51-55"": 49, ""56-60"": 22, ""61-65"": 19, ""66-70"": 9, ""71+"": 6}}"
185,J10,2019,2019,On Lee,安利,2223,"{""M"": {""18-20"": 126, ""21-25"": 285, ""26-30"": 312, ""31-35"": 244, ""36-40"": 346, ""41-45"": 355, ""46-50"": 300, ""51-55"": 301, ""56-60"": 457, ""61-65"": 383, ""66-70"": 395, ""71+"": 1033}, ""F"": {""18-20"": 122, ""21-25"": 290, ""26-30"": 271, ""31-35"": 244, ""36-40"": 332, ""41-45"": 350, ""46-50"": 331, ""51-55"": 365, ""56-60"": 469, ""61-65"": 526, ""66-70"": 585, ""71+"": 1185}}","{""M"": {""18-20"": 69, ""21-25"": 53, ""26-30"": 33, ""31-35"": 40, ""36-40"": 45, ""41-45"": 42, ""46-50"": 41, ""51-55"": 35, ""56-60"": 50, ""61-65"": 30, ""66-70"": 20, ""71+"": 26}, ""F"": {""18-20"": 72, ""21-25"": 73, ""26-30"": 51, ""31-35"": 63, ""36-40"": 90, ""41-45"": 81, ""46-50"": 70, ""51-55"": 66, ""56-60"": 47, ""61-65"": 31, ""66-70"": 28, ""71+"": 30}}"
186,J11,2019,2019,Kwun Tong On Tai,觀塘安泰,2224,"{""M"": {""18-20"": 180, ""21-25"": 302, ""26-30"": 225, ""31-35"": 199, ""36-40"": 281, ""41-45"": 371, ""46-50"": 322, ""51-55"": 278, ""56-60"": 527, ""61-65"": 243, ""66-70"": 214, ""71+"": 354}, ""F"": {""18-20"": 157, ""21-25"": 312, ""26-30"": 256, ""31-35"": 283, ""36-40"": 434, ""41-45"": 398, ""46-50"": 353, ""51-55"": 306, ""56-60"": 301, ""61-65"": 196, ""66-70"": 231, ""71+"": 416}}","{""M"": {""18-20"": 96, ""21-25"": 57, ""26-30"": 46, ""31-35"": 47, ""36-40"": 53, ""41-45"": 85, ""46-50"": 76, ""51-55"": 70, ""56-60"": 80, ""61-65"": 60, ""66-70"": 58, ""71+"": 38}, ""F"": {""18-20"": 103, ""21-25"": 76, ""26-30"": 61, ""31-35"": 119, ""36-40"": 171, ""41-45"": 153, ""46-50"": 138, ""51-55"": 75, ""56-60"": 41, ""61-65"": 54, ""66-70"": 43, ""71+"": 47}}"
187,J12,2019,2019,Sau Mau Ping North,秀茂坪北,2225,"{""M"": {""18-20"": 165, ""21-25"": 488, ""26-30"": 530, ""31-35"": 377, ""36-40"": 342, ""41-45"": 304, ""46-50"": 355, ""51-55"": 416, ""56-60"": 435, ""61-65"": 493, ""66-70"": 408, ""71+"": 1048}, ""F"": {""18-20"": 195, ""21-25"": 460, ""26-30"": 465, ""31-35"": 314, ""36-40"": 292, ""41-45"": 307, ""46-50"": 415, ""51-55"": 470, ""56-60"": 531, ""61-65"": 566, ""66-70"": 487, ""71+"": 1184}}","{""M"": {""18-20"": 81, ""21-25"": 69, ""26-30"": 45, ""31-35"": 44, ""36-40"": 26, ""41-45"": 23, ""46-50"": 17, ""51-55"": 28, ""56-60"": 17, ""61-65"": 12, ""66-70"": 12, ""71+"": 16}, ""F"": {""18-20"": 95, ""21-25"": 82, ""26-30"": 53, ""31-35"": 54, ""36-40"": 53, ""41-45"": 34, ""46-50"": 38, ""51-55"": 44, ""56-60"": 29, ""61-65"": 35, ""66-70"": 25, ""71+"": 28}}"
188,J13,2019,2019,Sau Mau Ping Central,秀茂坪中,2226,"{""M"": {""18-20"": 208, ""21-25"": 504, ""26-30"": 600, ""31-35"": 416, ""36-40"": 325, ""41-45"": 240, ""46-50"": 318, ""51-55"": 411, ""56-60"": 506, ""61-65"": 540, ""66-70"": 438, ""71+"": 917}, ""F"": {""18-20"": 203, ""21-25"": 524, ""26-30"": 591, ""31-35"": 361, ""36-40"": 314, ""41-45"": 334, ""46-50"": 488, ""51-55"": 607, ""56-60"": 578, ""61-65"": 621, ""66-70"": 497, ""71+"": 889}}","{""M"": {""18-20"": 89, ""21-25"": 91, ""26-30"": 48, ""31-35"": 67, ""36-40"": 29, ""41-45"": 23, ""46-50"": 30, ""51-55"": 31, ""56-60"": 31, ""61-65"": 45, ""66-70"": 26, ""71+"": 24}, ""F"": {""18-20"": 118, ""21-25"": 90, ""26-30"": 64, ""31-35"": 67, ""36-40"": 71, ""41-45"": 62, ""46-50"": 61, ""51-55"": 76, ""56-60"": 46, ""61-65"": 53, ""66-70"": 24, ""71+"": 23}}"
189,J14,2019,2019,On Tat,安達,2227,"{""M"": {""18-20"": 181, ""21-25"": 330, ""26-30"": 240, ""31-35"": 202, ""36-40"": 306, ""41-45"": 360, ""46-50"": 373, ""51-55"": 343, ""56-60"": 435, ""61-65"": 359, ""66-70"": 362, ""71+"": 593}, ""F"": {""18-20"": 137, ""21-25"": 356, ""26-30"": 295, ""31-35"": 291, ""36-40"": 455, ""41-45"": 428, ""46-50"": 475, ""51-55"": 371, ""56-60"": 325, ""61-65"": 357, ""66-70"": 367, ""71+"": 597}}","{""M"": {""18-20"": 104, ""21-25"": 70, ""26-30"": 40, ""31-35"": 49, ""36-40"": 49, ""41-45"": 53, ""46-50"": 78, ""51-55"": 63, ""56-60"": 62, ""61-65"": 52, ""66-70"": 45, ""71+"": 50}, ""F"": {""18-20"": 76, ""21-25"": 106, ""26-30"": 60, ""31-35"": 102, ""36-40"": 169, ""41-45"": 139, ""46-50"": 123, ""51-55"": 96, ""56-60"": 49, ""61-65"": 47, ""66-70"": 50, ""71+"": 46}}"
